Abreviatura	Autor	Biblioteca depositada	CNPJ/Código Governamental Internacional do Financiador	Data de Defesa	Descrição	Expectativa de Atuação	Idioma	Keywords	Linha de Pesquisa	Mesma área de Atuação?	Número de Meses	O orientador principal compôs a banca do discente?	Orientador	Palavras-chave	Produção Associada	Programa	Projeto de Pesquisa	Páginas	Subtipo da Produção	Tipo da Produção	Tipo de Instituição	Tipo de Trabalho de Conclusão	Tipo de Vínculo Empregatício	Título	Volume	Área de Concentração
FERREIRA, I. S. B. R.	IZABELLA DE SOUZA BARRETO RAMOS FERREIRA	FAU/UFRJ		30/05/2016		Ensino e Pesquisa	PORTUGUES	Revival of Antique Movie Theaters;Acoustic and Heritage;Cine Orly;Architectural Typologies of Movie Theaters	PROJETO DE REVITALIZAÇÃO E RESTAURAÇÃO	Sim		Sim	MARIA LYGIA ALVES DE NIEMEYER	Revitalização de Cinemas;Acústica e Patrimônio;Cine Orly;Tipologias de Cinema.		31001017150P0	Conforto Acústico no ambiente construído	159.0			Empresa Privada	DISSERTAÇÃO	CLT	Revitalização do Cine Orly: ?Espaço São Carlos? de apoio à cultura cinematográfica.	1.0	PROJETO E PATRIMÔNIO CULTURAL
REIS, L. M. R.	LAIS MAIRA RAMALHO DOS REIS	FAU/UFRJ		01/06/2016		Profissional Autônomo	PORTUGUES	Cultural Heritage;Cultural Tourism;Action Plan for historic cities	PROJETO DE REVITALIZAÇÃO E RESTAURAÇÃO	Sim		Sim	CLAUDIA CARVALHO LEME NOBREGA	Patrimônio Cultural;Turismo Cultural;Plano de Ação para cidades históricas.		31001017150P0	Documentação arquitetônica, inventários e sistemas de informação para preservação de patrimônio no Brasil	194.0			Empresa Privada	DISSERTAÇÃO	CLT	Turismo Cultural e a Preservação do Patrimônio de Lavras Novas, Ouro Preto, MG.	1.0	PROJETO E PATRIMÔNIO CULTURAL
LISBOA, G. P.	GISELE PELLEGRINI LISBOA	FAU/UFRJ		18/05/2016			PORTUGUES	Historical Heritage;Lighting;Urban Lighting Master Plan	PROJETO DE REVITALIZAÇÃO E RESTAURAÇÃO	Sim		Sim	ROSINA TREVISAN MARTINS RIBEIRO	Patrimônio Histórico;Iluminação;Plano Diretor de Iluminação Urbana		31001017150P0	Conservação, Restauração e Revitalização do patrimônio edificado	130.0			Outros	DISSERTAÇÃO	CLT	Valorização do Patrimônio. Plano diretor de iluminação urbana do Centro Histórico de Porto Alegre/RS	1.0	PROJETO E PATRIMÔNIO CULTURAL
MACEDO, S. J. L. M.	SAULO JOSE LOPES MATUSCHKA MACEDO	BAU-UFF	889834000108.0	22/04/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social		PORTUGUES	Urban studies;City;Information technology;Internet	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim	24.0	Sim	VINICIUS DE MORAES NETTO	Urbanismo;Cidade;Tecnologia da informação;Internet		31003010052P4	Projetos de Empreendimentos de Habitação de Interesse Social: conjunto de indicadores para avaliação do desempenho urbano, ambiental e quesitos de habitabilidade	101.0				DISSERTAÇÃO		A CIDADE PÓS-HUMANA: INTERFERÊNCIAS DIGITAIS NO URBANO 	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
ROSAS, G. M. A.	GABRIELLE MESQUITA ALVES ROSAS	BAU-UFF		20/05/2016			PORTUGUES	Urban-cultural policies;educating cities;knowledge society	ESPAÇO CONSTRUIDO, SUSTENTABILIDADE E  AMBIENTE	Sim		Sim	WERTHER HOLZER	politicas urbano-culturais;cidades educadoras;sociedade do conhecimento		31003010052P4	GEOGRAFIA HUMANISTA CULTURAL	177.0				DISSERTAÇÃO		A ESCOLA NA ESCALA DO BAIRRO: POLÍTICAS PÚBLICAS URBANO-CULTURAIS E O LEGADO DO PROGRAMA BAIRRO ESCOLA DE NOVA IGUAÇU 	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
FERREIRA, G. A. C.	GIOVANILTON ANDRE CARRETA FERREIRA	BAU-UFF	889834000108.0	30/08/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social	Ensino e Pesquisa	PORTUGUES	Globalization;Territory;Strategic Plan;Municipal Master Plan.	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim	48.0	Sim	GLAUCO BIENENSTEIN	Globalização;Território;Plano Estratégico;Plano Diretor Municipal.		31003010052P4	MEGAEVENTOS E METRÓPOLES: ESTUDO DE CASO DO RIO DE JANEIRO	561.0			Instituição de Ensino e Pesquisa	TESE	CLT	A LEI NO PLANO E O PLANO NA LEI: Planejamento e gestão urbano-metropolitano em tempos de globalização. O caso do Litoral Capixaba, Espírito Santo, Brasil. 	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
CANICALI, D. A.	DEBORA ALVES CANICALI	BAU-UFF		15/08/2016			PORTUGUES	Aggregation;city;Brazil	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim		Sim	LUCIA MARIA CAPANEMA ALVARES	agregação;cidade;Brasil		31003010052P4	Políticas para o espaço público e política no espaço público: produtores e produtos das relações entre grupos de atores e suas frações.	130.0				DISSERTAÇÃO	CLT	AGREGAÇÕES E SEGREGAÇÕES NA CIDADE EM DIFERENTES TEMPOS SOCIOESPACIAIS	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
MOTA, D. F. T.	DANIEL FERRENTINI TAHAN MOTA	BAU-UFF	889834000108.0	29/01/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social	Ensino e Pesquisa	PORTUGUES	modern architecture;photo;Le Corbusier;Rene Burri;Golden Number	CULTURA E HISTÓRIA DA ARQUITETURA, CIDADE E URBANISMO	Sim	12.0	Sim	THEREZA CHRISTINA COUTO CARVALHO	arquitetura modernista;fotografia;Le Corbusier;Rene Burri;razão aurea		31003010052P4		96.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	CLT	ARQUITETURA MODERNISTA, FOTOGRAFIA DE PEQUENO FORMATO E NÚMERO DE OURO: LE CORBUSIER, RENÉ BURRI E 1,6180...	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
PEREIRA, A. A.	ALEXSANDRO DE ALMEIDA PEREIRA	BAU-UFF	889834000108.0	29/04/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social	Ensino e Pesquisa	PORTUGUES	Minha casa minha vida;Brasil;social housing	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim	9.0	Sim	GERONIMO EMILIO ALMEIDA LEITAO	Minha casa minha vida;habitação social;Brasil		31003010052P4		120.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	CLT	DISCURSO E PRÁTICA NA PRODUÇÃO DE HABITAÇÃO DE INTERESSE SOCIAL NO BRASIL: O PROGRAMA MINHA CASA MINHA VIDA 	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
FRANÇA, S. L. A.	SARAH LUCIA ALVES FRANCA	BAU-UFF	889834000108.0	29/08/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social	Outros	PORTUGUES	Housing Production;Real estate market;State;vectors of house crowding;Urban Expansion vectors	CULTURA E HISTÓRIA DA ARQUITETURA, CIDADE E URBANISMO	Sim	48.0	Sim	VERA LUCIA FERREIRA MOTTA REZENDE	Produção Habitacional;Mercado Imobiliário;Estado;Vetores de Adensamento;Vetores de Expansão Urbana		31003010052P4		354.0			Empresa Pública ou Estatal	TESE	Servidor Público	ESTADO E MERCADO NA PRODUÇÃO CONTEMPORÂNEA DA HABITAÇÃO EM ARACAJU-SE	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
CRICHYNO, J.	JORGE CRICHYNO PINTO	BAU-UFF		29/11/2016		Ensino e Pesquisa	PORTUGUES	Phenomenology;Poetic Place;Imaginarium Arboreal;Flamengo Park	ESPAÇO CONSTRUIDO, SUSTENTABILIDADE E  AMBIENTE	Sim		Sim	WERTHER HOLZER	Fenomenologia;Lugar Poético;Imaginário Arbóreo;Parque do Flamengo		31003010052P4	GEOGRAFIA HUMANISTA CULTURAL	227.0			Instituição de Ensino e Pesquisa	TESE	Servidor Público	FENOMENOLOGIA DO LUGAR POÉTICO NO IMAGINÁRIO ARBÓREO DO PARQUE DO FLAMENGO	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
CARDOZO, F. S.	FABIO SIMOES CARDOZO	BAU-UFF		11/04/2016		Outros	PORTUGUES	19th century;Rio de Janeiro;Second Empire;Tijuca Forest.	CULTURA E HISTÓRIA DA ARQUITETURA, CIDADE E URBANISMO	Sim		Sim	MARLICE NAZARETH SOARES DE AZEVEDO	Século XIX;Rio de Janeiro;Segundo Império;Floresta da Tijuca		31003010052P4		262.0			Instituição de Ensino e Pesquisa	TESE	Servidor Público	Floresta da Tijuca: relação  entre natureza e cidade  no século XIX	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
CRAPEZ, P. G. G.	PIERRE GEORGES GABRIEL CRAPEZ	BAU-UFF		28/01/2016		Ensino e Pesquisa	PORTUGUES	Art et espace urbain;poétique de l?imagination créatrice;lieu;paysage	ESPAÇO CONSTRUIDO, SUSTENTABILIDADE E  AMBIENTE	Sim		Sim	WERTHER HOLZER	Arte e espaço urbano;poetica da imaginação criadora;lugar;paisagem;fenomenologia		31003010052P4	GEOGRAFIA HUMANISTA CULTURAL	317.0			Instituição de Ensino e Pesquisa	TESE	Servidor Público	IMAGENS DA CIDADE E GEOPOÉTICA (PELO DIREITO DE SONHAR A CIDADE).	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
MAIA, J. L. M.	JULIANA LUCIO MOTTA MAIA	BAU-UFF	889834000108.0	11/04/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social		PORTUGUES	morphology;pollution;urban performance;air quality	CULTURA E HISTÓRIA DA ARQUITETURA, CIDADE E URBANISMO	Sim	24.0	Sim	VINICIUS DE MORAES NETTO	morfologia;poluição;desempenho urbano;qualidade do ar		31003010052P4	Convergência de Desempenhos Urbanos: Integrando abordagens sociais, econômicas e ambientais  aos impactos da morfologia	288.0				DISSERTAÇÃO		IMPACTO DE PADRÕES MORFOLÓGICOS NA CONCENTRAÇÃO DE POLUENTES ATMOSFÉRICOS:O CASO DA CIDADE DO RIO DE JANEIRO	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
SOUSA, D. M. M.	DANIEL MENDES MESQUITA DE SOUSA	BAU-UFF	889834000108.0	30/06/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social	Ensino e Pesquisa	PORTUGUES	Planning;Gentrification;Niterói	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim	24.0	Sim	REGINA BIENENSTEIN	planejamento;Gentrificação;Niterói		31003010052P4		285.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	CLT	Limites e possibilidades das operações urbanas consorciadas: notas sobre o caso da área central de Niterói (RJ)	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
CAVALCANTE, A. L. M.	ANDRE LUIZ MUNIZ CAVALCANTE	BAU-UFF		29/04/2016		Pesquisa	PORTUGUES	morar carioca;housing;Brasil;favela bairro	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim		Sim	GERONIMO EMILIO ALMEIDA LEITAO	morar carioca;habitação social;Brasil;favela bairro:		31003010052P4		120.0			Empresa Pública ou Estatal	DISSERTAÇÃO	Servidor Público	MORAR CARIOCA: DO SONHO À REALIDADE: OS PRIMEIROS ANOS DO PROGRAMA CARIOCA DE INTEGRAÇÃO DE ASSENTAMENTOS PRECÁRIOS INFORMAIS 	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
BRANDAO, G. G.	GABRIELA GAZOLA BRANDAO	BAU-UFF	889834000108.0	23/03/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social		PORTUGUES	dwelling;small city;metropolis;phenomenology	ESPAÇO CONSTRUIDO, SUSTENTABILIDADE E  AMBIENTE	Sim	24.0	Sim	WERTHER HOLZER	habitar;Pequena cidade;metrópole;fenomenologia;arquitetura e urbanismo		31003010052P4	GEOGRAFIA HUMANISTA CULTURAL	196.0				DISSERTAÇÃO		Naturezas do habitar, da metrópole à pequena cidade	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
TAVARES, R. L. D.	RICARDA LUCILIA DOMINGUES TAVARES	BAU-UFF		31/08/2016		Ensino e Pesquisa	PORTUGUES	favela;lugar;valor;ciudad;Rio de Janeiro	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim		Sim	FERNANDA FURTADO DE OLIVEIRA E SILVA	favela;lugar;valor;cidade;Rio de Janeiro		31003010052P4	GESTÃO DA TERRA EM PLANOS E PROJETOS URBANÍSTICOS	431.0			Instituição de Ensino e Pesquisa	TESE	Servidor Público	O VALOR DO LUGAR E O LUGAR DO VALOR NA FORMAÇÃO E AFIRMAÇÃO DAS FAVELAS CARIOCAS	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
SCHMITT, A. M.	ADRIANA MILHOMEM SCHMITT	BAU-UFF	889834000108.0	16/05/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social	Ensino e Pesquisa	PORTUGUES	scenograph;Theater-city;Nova Jerusalém;Pernambuco	CULTURA E HISTÓRIA DA ARQUITETURA, CIDADE E URBANISMO	Sim	18.0	Sim	WERTHER HOLZER	Cenografia;cidade-teatro;Nova Jerusalém;Pernambuco		31003010052P4		130.0				DISSERTAÇÃO	CLT	PAISAGEM E CENÁRIO DE UMA ?CIDADE-TEATRO?, NOVA JERUSALÉM-PE	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
FIORITO, M. P. O.	MARCUS PEDRO ONETO FIORITO	BAU-UFF		30/09/2016		Ensino e Pesquisa	PORTUGUES	participatory democracy;social participation;counsels managers	ESPAÇO CONSTRUIDO, SUSTENTABILIDADE E  AMBIENTE	Sim		Sim	THEREZA CHRISTINA COUTO CARVALHO	democracia participativa;participação social;conselhos gestores		31003010052P4	Uma abordagem ambiental em projetos na escala local e regional	159.0			Empresa Pública ou Estatal	DISSERTAÇÃO	Servidor Público	PARTICIPAÇÃO SOCIAL E AUTONOMIA NO PLANEJAMENTO E GESTÃO DO TERRITÓRIO EM PARATY	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
MAIA, M. R.	MARCOS REIS MAIA	BAU-UFF		02/06/2016			PORTUGUES	full land regularization;urban management;city project	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim		Sim	REGINA BIENENSTEIN	Direito à cidade;regularização fundiária plena;gestão urbana;projeto de cidade		31003010052P4	Urban planning and human rights in Brazil: implementation of the rights to housing and the city and planning in social conflicts context	140.0				DISSERTAÇÃO		PERSPECTIVAS E LIMITES PARA REGULARIZAÇÃO FUNDIÁRIA PLENA EM CONTEXTOS ADVERSOS: O CASO DE BARRA DE GUARATIBA-RJ	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
FARIA, M. L. B.	MARIA LUCIA BORGES DE FARIA	BAU-UFF		31/08/2016		Ensino e Pesquisa	PORTUGUES	cultural heritage;large urban projects;urban operation consortium Porto Maravilha	CULTURA E HISTÓRIA DA ARQUITETURA, CIDADE E URBANISMO	Sim		Sim	FERNANDA ESTER SANCHEZ GARCIA	Patrimonio Cultural;Grandes projetos urbanos;Operação consorciada Porto Maravilha, RJ		31003010052P4	PLANNING AND CONFLICT: URBAN PLANNING EXPERIENCES IN SOCIAL CONFLICT CONTEXT	295.0			Empresa Pública ou Estatal	TESE	Servidor Público	PRESERVAÇÃO DO PATRIMÔNIO CULTURAL URBANO NO ?PORTO MARAVILHA?, RIO DE JANEIRO: DISPUTAS E DESLOCAMENTOS DE SENTIDO NAS POLÍTICAS, PRÁTICAS E INSTRUMENTOS	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
BRASIL, M. L. S.	MARCELO LYRA DE SOUZA BRASIL	BAU-UFF		21/12/2016		Ensino e Pesquisa	PORTUGUES	Roads;Master Plans;Conflicts of genesis;Metropolitan region	ESPAÇO CONSTRUIDO, SUSTENTABILIDADE E  AMBIENTE	Sim		Sim	THEREZA CHRISTINA COUTO CARVALHO	Rodovias;Planos Diretores;Conflito de genese;Região Metropolitano		31003010052P4	Uma abordagem ambiental em projetos na escala local e regional	506.0			Instituição de Ensino e Pesquisa	TESE	Servidor Público	RODOVIAS FEDERAIS EM TERRITÓRIOS MUNICIPAIS	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
SILVA, C. R.	CASSIA RODRIGUES DA SILVA	BAU-UFF		31/03/2016		Ensino e Pesquisa	PORTUGUES	sustainability;museums;Brazil;model of analysis	ESPAÇO CONSTRUIDO, SUSTENTABILIDADE E  AMBIENTE	Sim		Sim	LUCIA MARIA CAPANEMA ALVARES	sustentabilidade;museus;Brasil;modelo de analise		31003010052P4		197.0			Empresa Privada	DISSERTAÇÃO	CLT	UM CAMINHO PARA A SUSTENTABILIDADE INTEGRADA DOS MUSEUS NA CIDADE	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
QUEIROZ, M. M. S.	MARIO MARCIO SANTOS QUEIROZ	BAU-UFF	889834000108.0	05/05/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social	Ensino e Pesquisa	PORTUGUES	Expertise Urban;Policy and Land Management;Housing Low Income;Rio de Janeiro/Brazil;Lisbon/Portugal.	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim	48.0	Sim	MARIA DE LOURDES PINTO MACHADO COSTA	Espacialização Urbana;Política e Gestão Territorial;Habitação de Baixa Renda;Rio de Janeiro/Brasil;Lisboa/ Portugal.		31003010052P4	Urbanização contemporânea no estado do Rio de Janeiro: Metrópole e aglomerações do interior fluminense	491.0			Instituição de Ensino e Pesquisa	TESE	CLT	URBANISMO PARA OS POBRES: POLÍTICA E GESTÃO PARA OS ESPAÇOS URBANOS DA HABITAÇÃO DE BAIXA RENDA	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
MOTTA, L. K. P.	LUCIANA KELLER PONCE DA MOTTA	CTC/ESDI/UERJ	889834000108.0	22/03/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social	Pesquisa	PORTUGUES	Hand instruments. Tools. Hands. Technique. Sensorial perception.	DESIGN E TECNOLOGIA	Sim	24.0	Sim	LIGIA MARIA SAMPAIO DE MEDEIROS	Instrumentos manuais. Ferramentas. Mãos. Técnica. Percepção Sensorial.		31004016041P5	Raciocínio projetual: implicações para a educação geral e para o ensino de projeto de produto	125.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	Colaborador	?A percepção sensorial, o uso de ferramentas e a técnica: bases para uma  metodologia auxiliar ao design de instrumentos manuais.	1.0	DESIGN
MARTINS, G. B.	GISELLE BARRETO MARTINS	CTC/ESDI/UERJ	889834000108.0	29/03/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social	Outros	PORTUGUES	keywords	HISTÓRIA DO DESIGN BRASILEIRO	Sim	24.0	Sim	GUILHERME SILVA DA CUNHA LIMA	Moda Praia. História da Moda. Rio de Janeiro. Tecnologia Têxtil.  Fibras elastoméricas.		31004016041P5	História do design brasileiro: registro, catalogação, preservação e disponibilização do acervo iconográfico da Esdi	110.0			Outros	DISSERTAÇÃO	CLT	Antes do biquíni: evolução do traje de banho feminina no Rio de Janeiro sob a perspectiva do design (1808-1946)	1.0	DESIGN
SANTOS, F. M. V.	FERNANDA MENDES DE VUONO SANTOS	CTC/ESDI/UERJ		12/07/2016		Ensino e Pesquisa	PORTUGUES	Mobile Device. Child Education. Usability. Icons.	DESIGN E TECNOLOGIA	Sim		Sim	SYDNEY FERNANDES DE FREITAS	Ergonomia. Dispositivo Móvel. Educação Infantil. Usabilidade. Ícones.		31004016041P5	Ergonomia, usabilidade e experiência do usuário	111.0			Empresa Privada	DISSERTAÇÃO	CLT	Avaliação da usabilidade de ícones de aplicativos de dispositivos móveis  utilizados como apoio educacional para crianças na idade pré-escolar	1.0	DESIGN
REIS, S. R.	SHAYENNE RESENDE REIS	CTC/ESDI/UERJ	33654831000136.0	28/09/2016	CONS NAC DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO - Bolsista Produtividade PQ 2	Profissional Autônomo	PORTUGUES	keywords	HISTÓRIA DO DESIGN BRASILEIRO	Sim	6.0	Sim	GUILHERME SILVA DA CUNHA LIMA	palavra		31004016041P5	História do design brasileiro: registro, catalogação, preservação e disponibilização do acervo iconográfico da Esdi	135.0			Empresa Privada	DISSERTAÇÃO	CLT	Capas de discos de artistas goianos: um retrato da memória gráfica de Goiás	1.0	DESIGN
LIMA, B. M.	BRUNO MOREIRA LIMA	CTC/ESDI/UERJ		30/09/2016		Outros	PORTUGUES	keywrods	DESIGN E TECNOLOGIA	Sim		Sim	LIGIA MARIA SAMPAIO DE MEDEIROS	Design instrucional. Design de comunicação. Ambientes  Virtuais de Aprendizagem (AVA). EaD on-line corporativa. Setor público.		31004016041P5	Raciocínio projetual: implicações para a educação geral e para o ensino de projeto de produto	160.0			Empresa Pública ou Estatal	DISSERTAÇÃO	Servidor Público	Contribuições do design para a EaD on-line corporativa do setor público:  Uma experiência de definição de requisitos do AVA do TRE-RJ	1.0	DESIGN
ELLWANGER, D. D.	DANIELE DICKOW ELLWANGER	ctc/esdi		21/12/2016		Ensino e Pesquisa	PORTUGUES	Product design. Italian immigrants present in central region of Rio Grande do  Sul and their descendants. Technology transfer and generation. Interpretative  dimensions.	DESIGN, TEORIA E CRÍTICA	Sim		Sim	LUCY CARLINDA DA ROCHA DE NIEMEYER	Design de produto. Presença de imigrantes italianos no centro do Rio  Grande do Sul e sua descendência. Transferência e geração de tecnologia. Dimensões  interpretativas.		31004016041P5	Design gráfico brasileiro: uma linguagem do cenário moderno	258.0			Instituição de Ensino e Pesquisa	TESE	CLT	Design como Expressão da Capacidade Humana: estudo sobre os artefatos  presentes na Quarta Colônia de imigração italiana a partir de suas origens, particularidades e  significados  	1.0	DESIGN
RENZI, A.	ADRIANO BERNARDO RENZI	CTC/ESDI/UERJ		27/10/2016		Ensino e Pesquisa	PORTUGUES	keywords	DESIGN E TECNOLOGIA	Sim		Sim	SYDNEY FERNANDES DE FREITAS	Design de UX.Experiência do usuário. Gestão. Interação. Tecnologia		31004016041P5	Ergonomia, usabilidade e experiência do usuário	150.0			Instituição de Ensino e Pesquisa	TESE	CLT	Design da experiência do usuário: o processo (jornada) de designers gestores na gestão de empresas de design de pequeno porte em cenário cross-channel	1.0	DESIGN
CACHINHO, B. D.	BRUNO DANTAS CACHINHO	CTC/ESDI/UERJ		26/09/2016		Outros	PORTUGUES	keywirds	DESIGN, TEORIA E CRÍTICA	Sim		Sim	JORGE LUCIO DE CAMPOS	Design. Fotografia. Tempo. Instagram.		31004016041P5	Design, arte e condição de crise na modernidade	123.0			Empresa Pública ou Estatal	DISSERTAÇÃO	CLT	Do álbum ao Instagram: a efemeridade da fotografia no design  contemporâneo	1.0	DESIGN
SZPIZ, H.	HELGA SZPIZ	CTC/ESDI/UERJ		27/06/2016		Pesquisa	PORTUGUES	Keywords	DESIGN E TECNOLOGIA	Sim		Sim	ANDRE SOARES MONAT	Design. Design de serviços. Design Estratégico. IBGE. Setor público.		31004016041P5	Laboratório de design de interação para artefatos digitais	118.0			Empresa Pública ou Estatal	DISSERTAÇÃO	CLT	Estratégias de design para o setor público, sua evolução e perspectivas no Instituto Brasileiro de Geografia e Estatística (IBGE)	1.0	DESIGN
CEREJA, F. R. G.	FERNANDA REBELO GUIMARAES CEREJA	CTC/ESDI/UERJ		23/09/2016		Ensino e Pesquisa	PORTUGUES	Management. Higher Education Management. Organizational Structure. Education Institution. Course Managers. Course Coordinators.	DESIGN E TECNOLOGIA	Sim		Sim	SYDNEY FERNANDES DE FREITAS	Gestão. Gestão de Ensino Superior. Estrutura Organizacional. Instituição de Ensino. Gestores de Curso. Coordenadores de Curso.		31004016041P5	Análise das dissertações produzidas no PPDEsdi ? Programa de Pós-graduação em Design da ESDI	104.0			Empresa Privada	DISSERTAÇÃO	CLT	Formação e Perfil dos  Coordenadores de Curso de Ensino Superior em Design	1.0	DESIGN
FREIRE, I. X.	ISABEL XAVIER FREIRE	ctc/esdi		23/09/2016		Outros	PORTUGUES	Keywors	DESIGN, TEORIA E CRÍTICA	Sim		Sim	WASHINGTON DIAS LESSA	motion graphic design, design de comunicação		31004016041P5	Design, informação e linguagens visuais	158.0			Outros	DISSERTAÇÃO	CLT	Motion Graphic Design: Linguagem e artefato	1.0	DESIGN
COUTINHO, L. G. D.	LUIS GUSTAVO DIAS COUTINHO	CTC/ESDI/UERJ	889834000108.0	29/07/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social	Profissional Autônomo	PORTUGUES	keywords	HISTÓRIA DO DESIGN BRASILEIRO	Sim	24.0	Sim	GUILHERME SILVA DA CUNHA LIMA	História do design brasilero. Memória gráfica brasileira.  Embalagem. Rótulo. Cerveja.		31004016041P5	História do design brasileiro: registro, catalogação, preservação e disponibilização do acervo iconográfico da Esdi	125.0			Outros	DISSERTAÇÃO	CLT	O papel do design nas microcervejarias do estado do Rio de Janeiro	1.0	DESIGN
MELO, S. S.	SIMONE SILVA MELO	CTC/ESDI/UERJ	30495394000167.0	26/09/2016	FUNDACAO CARLOS CHAGAS FILHO DE AMPARO A PESQUISA DO ESTADO DO RIO DE JANEIRO-FAPERJ - COTA DE BOLSAS DE MESTRADO E DOUTORADO	Profissional Autônomo	PORTUGUES	keywords	HISTÓRIA DO DESIGN BRASILEIRO	Sim	24.0	Sim	LAURO AUGUSTO DE PAIVA CAVALCANTI	Design de exposição. Expografia. Cultura Indígena. Museu do Índio.		31004016041P5	História do design brasileiro: registro, catalogação, preservação e disponibilização do acervo iconográfico da Esdi	115.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	CLT	Projeto de exposições e Cultura Indígenas: do design, da expografia e o Museu do Ìndio	1.0	DESIGN
GOMES, A. G.	ALICE GARCIA GOMES	CTC/ESDI/UERj	889834000108.0	29/03/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social	Outros	PORTUGUES	Design	DESIGN, TEORIA E CRÍTICA	Sim	24.0	Sim	MARCOS ANDRE FRANCO MARTINS	Objetos digitais de aprendizagem;Design de interação. Educação. PNLD. Tecnologia. Aplicativo. Investigação Científica. Dengue. Zika.		31004016041P5	Estudos da imagem nas redes sociais	86.0			Outros	DISSERTAÇÃO	CLT	Recursos digitais para o Ensino Fundamental: análise de critérios de avaliação e projeto de um aplicativo sobre o Aedes aegypti	1.0	DESIGN
