Abreviatura	Autor	Biblioteca depositada	CNPJ/Código Governamental Internacional do Financiador	Data de Defesa	Descrição	Expectativa de Atuação	Idioma	Keywords	Linha de Pesquisa	Mesma área de Atuação?	Número de Meses	O orientador principal compôs a banca do discente?	Orientador	Palavras-chave	Produção Associada	Programa	Projeto de Pesquisa	Páginas	Subtipo da Produção	Tipo da Produção	Tipo de Instituição	Tipo de Trabalho de Conclusão	Tipo de Vínculo Empregatício	Título	Volume	Área de Concentração
GOMES, P. L. S.	PEDRO LEONARDO SECCO GOMES	Universidade Federal do Pará	889834000108.0	30/08/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Apoio à Pós-Graduação	Profissional Autônomo	PORTUGUES	Red mud;kaolin;pozzolan;pigment;colored mortar	PATRIMÔNIO, RESTAURO E TECNOLOGIA	Sim	12.0	Sim	MARCIO SANTOS BARATA	Lama vermelha;caulim;pigmento;pozolana;argamassa colorida		15001016063P4	ANÁLISE E CONCEPÇÃO DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA: GRUPO 02 - DOCUMENTAÇÃO CONSERVAÇÃO E RESTAURAÇÃO	79.0			Outros	DISSERTAÇÃO	CLT	PIGMENTOS POZOLÂNICOS PRODUZIDOS A PARTIR DE MISTURAS DE LAMA VERMELHA E CAULIM PARA ARGAMASSAS COLORIDAS	1.0	CONCEPÇÃO E ANÁLISE DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA
KAMEL, T. A.	TALES ALBUQUERQUE KAMEL	Universidade Federal do Pará 	889834000108.0	25/10/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Apoio à Pós-Graduação	Profissional Autônomo	PORTUGUES	Heritage;Historic gardens;monument;conservation and restoration;painting	PATRIMÔNIO, RESTAURO E TECNOLOGIA	Sim	11.0	Sim	THAIS ALESSANDRA BASTOS CAMINHA SANJAD	Patrimônio;Jardins históricos;Monumento;Conservação e restauro;pintura		15001016063P4	ANÁLISE E CONCEPÇÃO DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA: GRUPO 01 - LINHA 02: TEORIA, HISTÓRIA E PROJETO	129.0			Empresa Privada	DISSERTAÇÃO	CLT	PRESERVAÇÃO DE ORNATOS ARQUITETÔNICOS EM ARGAMASSA E PINTURA EM JARDINS HISTÓRICOS: O CASO DA PRAÇA DA REPÚBLICA	1.0	CONCEPÇÃO E ANÁLISE DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA
NETO, A. P. P.	ANGELO PIO PASSOS NETO	Universidade Federal do Pará 		26/09/2016		Outros	PORTUGUES	Design Process;Institutional architecture;Place;Amazon	TECNOLOGIA, ESPAÇO E DESENHO DA CIDADE	Sim		Sim	ANA KLAUDIA DE ALMEIDA VIANA PERDIGAO	Processo projetual;Arquitetura institucional;lugar;Amazônia		15001016063P4	ANÁLISE E CONCEPÇÃO DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA: GRUPO 01 - LINHA 01: TECNOLOGIA, ESPAÇO E DESENHO DA CIDADE	165.0			Outros	DISSERTAÇÃO	Servidor Público	PROCESSO DE PROJETO EM EDIFÍCIOS INSTITUCIONAIS SOBRE AS ÁGUAS AMAZÔNICAS: O CASO AFUÁ, PARÁ	1.0	CONCEPÇÃO E ANÁLISE DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA
BESSA, B. T.	BRENA TAVARES BESSA	Universidade Federal do Pará	889834000108.0	04/10/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Apoio à Pós-Graduação	Profissional Autônomo	PORTUGUES	terrazzo;mineralogy;porosity;cleaning;bentonite/LASER	PATRIMÔNIO, RESTAURO E TECNOLOGIA	Sim	11.0	Sim	THAIS ALESSANDRA BASTOS CAMINHA SANJAD	Marmorite;mineralogia;porosidade;limpeza;bentonita/LAZER		15001016063P4	ANÁLISE E CONCEPÇÃO DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA: GRUPO 02 - DOCUMENTAÇÃO CONSERVAÇÃO E RESTAURAÇÃO	97.0			Outros	DISSERTAÇÃO	Colaborador	PRODUTOS DE MARMORITE EM EDIFICAÇÕES HISTÓRICAS DE BELÉM-PA: CONSERVAÇÃO E RESTAURO	1.0	CONCEPÇÃO E ANÁLISE DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA
MOREIRA, J. V.	JULIANA VASCONCELOS MOREIRA	Universidade Federal do Pará	889834000108.0	06/09/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Apoio à Pós-Graduação	Profissional Autônomo	PORTUGUES	Public spaces;urbanity;space syntax;co-presence;Feliz Lusitania complex	TECNOLOGIA, ESPAÇO E DESENHO DA CIDADE	Sim	12.0	Sim	JOSE JULIO FERREIRA LIMA	Espaços públicos;urbanidade;sintaxe espacial;co-presença;Complexo Feliz Lusitânia;Belém (PA)		15001016063P4	ANÁLISE E CONCEPÇÃO DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA: GRUPO 01 - LINHA 01: TECNOLOGIA, ESPAÇO E DESENHO DA CIDADE	165.0			Empresa Privada	DISSERTAÇÃO	CLT	Urbanidade nos espaços públicos do Complexo Feliz Lusitânia: o caso das áreas livres da Casa das Onze Janelas e Forte do Castelo	1.0	CONCEPÇÃO E ANÁLISE DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA
PENAFORT, A. C. V.	ANA CAROLINA VAZ PENAFORT	Universidade Federal do Pará	889834000108.0	20/09/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Apoio à Pós-Graduação	Profissional Autônomo	PORTUGUES	design teaching;design process;parametric design	TECNOLOGIA, ESPAÇO E DESENHO DA CIDADE	Sim	17.0	Sim	ANA KLAUDIA DE ALMEIDA VIANA PERDIGAO	Ensino de projeto;processo de projeto;design paramétrico		15001016063P4	ANÁLISE E CONCEPÇÃO DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA: GRUPO 03 - LINHA 01: TECNOLOGIA, ESPAÇO E DESENHO DA CIDADE	152.0			Empresa Privada	DISSERTAÇÃO	CLT	WORKSHOP TRAPIXE EM BELÉM (PA): PENSAMENTOS TRADICIONAL E SISTÊMICO NO ENSINO DO PROJETO DE ARQUITETURA	1.0	CONCEPÇÃO E ANÁLISE DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA
JUNIOR, E. F. C.	EURIDES FLORINDO DE CASTRO JUNIOR			30/05/2016			PORTUGUES	Information Design;Interaction Design;Mobile Learning	DESIGN E PRODUTOS MULTIMÍDIA	Sim		Sim	CARLA GALVAO SPINILLO	Design da informação;Design de Interação;Aprendizagem Móvel		20001010028P9		167.0				DISSERTAÇÃO		A EXPERIÊNCIA DO USUÁRIO (UX) EM INTERFACES GRÁFICO-INFORMACIONAIS: UM ESTUDO DE CASO DOS APLICATIVOS DE EDUCAÇÃO EM SAÚDE DA UNASUS/UFMA		DESIGN DE PRODUTOS
AQUINO, I. F. O.	IVANA FIGUEIREDO DE OLIVEIRA AQUINO			23/08/2016			PORTUGUES	Elderly. Built environments. Architectural projects. Communication. Project presentation media.	DESIGN E PRODUTOS MULTIMÍDIA	Sim		Sim	ANA LUCIA ALEXANDRE DE OLIVEIRA ZANDOMENEGHI	Idosos. Ambientes construídos. Projetos arquitetônicos. Comunicação. Mídias de apresentação de projetos.		20001010028P9		76.0				DISSERTAÇÃO		A multimídia na apresentação de projetos de arquitetura e design de interiores: a comunicação com o publico idoso		DESIGN DE PRODUTOS
GUILHON, D.	DAVID GUILHON			03/05/2016			PORTUGUES	red ceramic;dimensional stones;materials.	DESIGN E SUSTENTABILIDADE: MATERIAIS, PROCESSOS E  TECNOLOGIA	Sim		Sim	DENILSON MOREIRA SANTOS	cerâmica vermelha;rochas ornamentais;materiais.		20001010028P9		0.0				DISSERTAÇÃO		ANÁLISE DA ADIÇÃO DE RESÍDUOS DE ROCHAS ORNAMENTAIS EM MASSA CERÂMICA VERMELHA PARA A UTILIZAÇÃO EM PROCESSOS DE CONFORMAÇÃO POR PRENSAGEM		DESIGN DE PRODUTOS
SOARES, A. P.	ALEXSANDRO PEREIRA SOARES			03/06/2016			PORTUGUES	Design;Pictogram;Icon;IHC	DESIGN E PRODUTOS MULTIMÍDIA	Sim		Sim	ANA LUCIA ALEXANDRE DE OLIVEIRA ZANDOMENEGHI	Design;Pictograma;Ícone;IHC		20001010028P9		80.0				DISSERTAÇÃO		ANÁLISE DE PICTOGRAMAS (ÍCONES) EM APLICATIVOS DE SMARTPHONES: o caso do APP Meu Ônibus MOB - São Luís		DESIGN DE PRODUTOS
NUNES, T. B. O.	TATIANA BARROS DE OLIVEIRA NUNES			31/05/2016			PORTUGUES	Informational Ergonomics;label design;warning;children's clothing label	DESIGN E PRODUTOS MULTIMÍDIA	Sim		Sim	RAIMUNDO LOPES DINIZ	Ergonomia informacional;Design de etiqueta;Advertência;Etiqueta de roupa infantil		20001010028P9		107.0				DISSERTAÇÃO		AVALIAÇÃO DE COMPONENTES INFORMACIONAIS DE ETIQUETAS DE ROUPAS: o caso de etiquetas de roupas infantis de 0 a 7 anos em São Luís ? MA		DESIGN DE PRODUTOS
FARIAS, J. A.	JAMERSON ARAUJO FARIAS		5527341000133.0	29/04/2016	FUNDACAO DE AMPARO A PESQUISA AO DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO DO MARANHAO - FAPEMA - Apoio Financeiro à Pesquisa		PORTUGUES	Design;Composite materials;Solid waste;Sustainability	DESIGN E SUSTENTABILIDADE: MATERIAIS, PROCESSOS E  TECNOLOGIA	Sim	12.0	Sim	DENILSON MOREIRA SANTOS	Design;Materiais compósitos;Resíduos sólidos;Sustentabilidade		20001010028P9		108.0				DISSERTAÇÃO		AVALIAÇÃO DE COMPÓSITO OBTIDO DE RESÍDUOS DA CONSTRUÇÃO CIVIL E PET		DESIGN DE PRODUTOS
BARROS, D. L.	DAVIDSON LIMA BARROS			03/06/2016			PORTUGUES	E-book;Distance Education;Graphic Design;Typography;Color	DESIGN E PRODUTOS MULTIMÍDIA	Sim		Sim	ROSANE DE FATIMA ANTUNES OBREGON	E-book;Educação a Distância;Design Gráfico;Multimídia;Tipografia;Cor		20001010028P9		106.0				DISSERTAÇÃO		CRIAÇÃO DE E-BOOK COMO FERRAMENTA DE APOIO À APRENDIZAGEM NO ENSINO SUPERIOR: UMA ANÁLISE DOS ELEMENTOS GRÁFICOS DO DESIGN		DESIGN DE PRODUTOS
SOUSA, B. C. O.	BRUNO CHARLES OLIVEIRA SOUSA		5527341000133.0	31/05/2016	FUNDACAO DE AMPARO A PESQUISA AO DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO DO MARANHAO - FAPEMA - Apoio Financeiro à Pesquisa		PORTUGUES	Product-Service System;System Design for Sustainability;Cultural tourism	DESIGN E SUSTENTABILIDADE: MATERIAIS, PROCESSOS E  TECNOLOGIA	Sim	12.0	Sim	PATRICIA SILVA DE AZEVEDO	Sistema Produto-Serviço;Design de Sistemas para a Sustentabilidade;Turismo ecoeficiente		20001010028P9		106.0				DISSERTAÇÃO		DESIGN DE SISTEMAS PARA A SUSTENTABILIDADE: Estratégias para o turismo ecoeficiente no centro histórico de São Luís		DESIGN DE PRODUTOS
MAIA, P. T.	PAMELA TORRES MAIA			27/05/2016			PORTUGUES	multimedia;storytelling;authoring tool;interaction design	DESIGN E PRODUTOS MULTIMÍDIA	Sim		Sim	CARLOS DE SALLES SOARES NETO	multimídia;storytelling;ferramenta de autoria;design de interação		20001010028P9		110.0				DISSERTAÇÃO		PADRÕES DE INTERAÇÃO PARA FERRAMENTAS DE AUTORIA DE STORYTELLINGS INFANTIS		DESIGN DE PRODUTOS
REIS. E.T.DA S.	EDILSON THIALISON DA SILVA REIS			03/06/2016			PORTUGUES	Ebook;Digital book;Interaction Design;Children's Ebook	DESIGN E PRODUTOS MULTIMÍDIA	Sim		Sim	CASSIA CORDEIRO FURTADO	Ebook;Livro digital;Design de Interação;Design Editorial;Ebook infantil		20001010028P9		123.0				DISSERTAÇÃO		USUÁRIO INFANTIL E EBOOK: UM OLHAR PARA O PORTAL BIBLON		DESIGN DE PRODUTOS
RESENDE, C. C.	CAMILA CAVALCANTI RESENDE	Biblioteca Central Zila Mamede - BCZM	33654831000136.0	06/05/2016	CONS NAC DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO - CNPq/CAPES	Outros	PORTUGUES	Structural design;Design education;Relationship architecture/structure	PROJETO DE ARQUITETURA	Sim	24.0	Sim	MAISA FERNANDES DUTRA VELOSO	Concepção estrutural;Ensino de projeto;Relação arquitetura/estrutura		23001011024P1		214.0			Outros	DISSERTAÇÃO	Servidor Público	A concepção estrutural no processo de aprendizagem do projeto de arquitetura: uma análise a partir de duas experiências de ensino de projeto (UFRN e UFPE).		PROJETO, MORFOLOGIA E TECNOLOGIA DO AMBIENTE CONSTRUÍDO 
CARVALHO, G. O. M.	GIULIANO ORSI MARQUES DE CARVALHO	Biblioteca Central Zila Mamede - BCZM		30/08/2016		Ensino e Pesquisa	PORTUGUES	Architecture and Urbanism graduation;Design teaching;Beginner student;Environmental experience;Environmental perception.	PROJETO DE ARQUITETURA	Sim		Sim	GLEICE VIRGINIA MEDEIROS DE AZAMBUJA ELALI	Formação graduada em Arquitetura e Urbanismo;Ensino de projeto arquitetônico;Aluno iniciante;Experiência ambiental;Percepção ambiental.		23001011024P1		352.0			Instituição de Ensino e Pesquisa	TESE	Servidor Público	A INICIAÇÃO EM PROJETO DE ARQUITETURA: Um estudo com docentes e discentes em três escolas no Brasil e uma em Portugal		PROJETO, MORFOLOGIA E TECNOLOGIA DO AMBIENTE CONSTRUÍDO 
LIMA, M. A.	MARIANA AZEVEDO DE LIMA	Biblioteca Central Zila Mamede - BCZM		23/06/2016		Outros	PORTUGUES	Accessibility;Universal Design;NBR 9050;Toilets.	PROJETO DE ARQUITETURA	Sim		Sim	GLEICE VIRGINIA MEDEIROS DE AZAMBUJA ELALI	Acessibilidade;Design Universal;NBR 9050;Banheiros.		23001011024P1		179.0			Outros	DISSERTAÇÃO	Servidor Público	A NBR 9050 E O DESIGN UNIVERSAL: um estudo sobre o banheiro		PROJETO, MORFOLOGIA E TECNOLOGIA DO AMBIENTE CONSTRUÍDO 
ANDRADE, S. A. E.	SARAH DE ANDRADE E ANDRADE	Biblioteca Central Zila Mamede - BCZM	889834000108.0	23/09/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social	Ensino e Pesquisa	PORTUGUES	?inhabitant?s word? method;qualitative interview;habitat in social tenancy;appropriation;Henri Lefebvre	POLÍTICA E PROJETO DA HABITAÇÃO SOCIAL	Sim	24.0	Sim	AMADJA HENRIQUE BORGES	Método palavra do habitante;Entrevista qualitativa;Habitat em locação social;Apropriação;Henri Lefebvre.		23001011024P1		227.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	CLT	A ?PALAVRA DO HABITANTE? E AS POSSIBILIDADES DE APROPRIAÇÃO DO HABITAT EM LOCAÇÃO SOCIAL: O PROGRAMA DE LOCAÇÃO SOCIAL DA PREFEITURA MUNICIPAL DE SÃO PAULO.		URBANIZAÇÃO PROJETOS E POLÍTICAS FÍSICO-TERRITORIAIS
OLIVEIRA, M. L.	MARIANA LIMA OLIVEIRA	Biblioteca Central Zila Mamede - BCZM	889834000108.0	24/05/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social	Ensino e Pesquisa	PORTUGUES	fire safety;emergency exits;normalization;architectural design;computer simulation	TECNOLOGIA E CONFORTO NO AMBIENTE CONSTRUÍDO	Sim	24.0	Sim	EDNA MOURA PINTO	segurança contra incêndio;saídas de emergência;normatização;projeto arquitetônico;simulação computacional		23001011024P1		180.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	CLT	ANÁLISE DE DESEMPENHO DAS SAÍDAS DE EMERGÊNCIA POR MEIO DE SIMULAÇÕES COMPUTACIONAIS -O caso de projetos de edifícios universitários.		PROJETO, MORFOLOGIA E TECNOLOGIA DO AMBIENTE CONSTRUÍDO 
DIAS, A. R. D.	ALICE RUCK DRUMMOND DIAS	Biblioteca Central Zila Mamede - BCZM	1180000207.0	25/02/2016	CENTRAIS ELETRICAS BRASILEIRAS SA - Bolsa e Auxílio Financeiro	Pesquisa	PORTUGUES	daylight,;thermal comfort;energy efficiency;andscaping;RTQ-R	TECNOLOGIA E CONFORTO NO AMBIENTE CONSTRUÍDO	Sim	24.0	Sim	ALDOMAR PEDRINI	iluminação natural;conforto térmico;eficiência energética;paisagismo;RTQ-R		23001011024P1		280.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	Colaborador	ANÁLISE DO IMPACTO DO SOMBREAMENTO VEGETAL NO CONFORTO TERMO-LUMINOSO DE EDIFICAÇÕES NO CLIMA QUENTE E ÚMIDO		PROJETO, MORFOLOGIA E TECNOLOGIA DO AMBIENTE CONSTRUÍDO 
RIBEIRO, I. S.	ISAIAS DA SILVA RIBEIRO	Biblioteca Central Zila Mamede - BCZM	889834000108.0	12/09/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social	Ensino e Pesquisa	PORTUGUES	Architecture;Architectural design;Contemporary art;Art exhibition spaces;Inhotim	PROJETO DE ARQUITETURA	Sim	30.0	Sim	MAISA FERNANDES DUTRA VELOSO	Arquitetura;Projeto de arquitetura;Arte contemporânea;Espaços expositivos;Inhotim		23001011024P1		267.0			Instituição de Ensino e Pesquisa	TESE	Servidor Público	ARQUITETURA DE MUSEU-PARQUE: Os pavilhões expositivos do Instituto Inhotim		PROJETO, MORFOLOGIA E TECNOLOGIA DO AMBIENTE CONSTRUÍDO 
