Abreviatura	Autor	Biblioteca depositada	CNPJ/Código Governamental Internacional do Financiador	Data de Defesa	Descrição	Expectativa de Atuação	Idioma	Keywords	Linha de Pesquisa	Mesma área de Atuação?	Número de Meses	O orientador principal compôs a banca do discente?	Orientador	Palavras-chave	Produção Associada	Programa	Projeto de Pesquisa	Páginas	Subtipo da Produção	Tipo da Produção	Tipo de Instituição	Tipo de Trabalho de Conclusão	Tipo de Vínculo Empregatício	Título	Volume	Área de Concentração
ANDRADE, G. R.	GUSTAVO ROSA DE ANDRADE	FAU/UFRJ		26/06/2017		Ensino e Pesquisa	PORTUGUES	Urban Park;Instrument;Socio-environmental inclusion;Periphery	MORFOLOGIA, ORDENAÇÃO E GESTÃO DA PAISAGEM	Sim		Sim	CRISTOVAO FERNANDES DUARTE	Parque Urbano;Instrumento;Inclusão Sócio-ambiental;Periferia;Cabo Frio ? RJ		31001017142P7	Intervenções em centros históricos: revisão crítica e alternativas urbanísticas e paisagísticas para a revitalização do tecido urbano tradicional	134.0			Empresa Privada	DISSERTAÇÃO	CLT	PARQUE DO POVO INCLUSÃO SÓCIO-AMBIENTAL ATRAVÉS DA IMPLANTAÇÃO DE PARQUE URBANO EM CABO FRIO - RJ	1	PROJETO PAISAGÍSTICO E SUSTENTABILIDADE
GODINHO, J. M. S.	JONAS MARQUES DA SILVA GODINHO	FAU/UFRJ		20/09/2017		Ensino e Pesquisa	PORTUGUES	Landscape Architecture;Landscape;Mobility;Urban Rivers;Urban Valleys	SUSTENTABILIDADE CULTURAL E AMBIENTAL DA PAISAGEM	Sim		Sim	ADRIANA SANSAO FONTES	Arquitetura Paisagística;Paisagem;Mobilidade;Rios Urbanos;Vales Urbanos. Dissertac?a?o		31001017142P7	Intervenções Temporárias: Cartografia, Intervenção e Difusão do temporário no Rio de Janeiro	149.0			Empresa Privada	DISSERTAÇÃO	CLT	Pés, Aros e Trilhos - Ordenação da Paisagem noVale das Laranjeiras	1	PROJETO PAISAGÍSTICO E SUSTENTABILIDADE
OLIVEIRA, B. M.	BRUNA MARTINS DE OLIVEIRA	FAU/UFRJ		26/06/2017		Ensino e Pesquisa	PORTUGUES	Urban requalification;Cultural Landscape;Historical site;Cabo Frio	MORFOLOGIA, ORDENAÇÃO E GESTÃO DA PAISAGEM	Sim		Sim	CRISTOVAO FERNANDES DUARTE	Requalificação Urbana;Paisagem Cultural;Sítio Histórico;Cabo Frio		31001017142P7	Intervenções em centros históricos: revisão crítica e alternativas urbanísticas e paisagísticas para a revitalização do tecido urbano tradicional	111.0			Empresa Pública ou Estatal	DISSERTAÇÃO	Servidor Público	REQUALIFICAÇÃO PAISAGÍSTICA DO LARGO DE SANTO ANTÔNIO CABO FRIO -RJ	1	PROJETO PAISAGÍSTICO E SUSTENTABILIDADE
SILVA, T. A.	TAIS ALVINO DA SILVA	FAU/UFRJ		21/11/2017		Ensino e Pesquisa	PORTUGUES	Urban Vegetation;Affective Landscape;Landscape Design;Grajaú	MORFOLOGIA, ORDENAÇÃO E GESTÃO DA PAISAGEM	Sim		Sim	IVETE MELLO CALIL FARAH	Vegetação Urbana;Paisagem Afetiva;Projeto Paisagístico;Grajaú		31001017142P7	Espaços Livres: Instrumentos Sistêmicos para o Planejamento Urbano e da Paisagem	138.0			Empresa Privada	DISSERTAÇÃO	CLT	Vegetação Urbana e Afeto: Uma experiência no Grajaú/RJ	1	PROJETO PAISAGÍSTICO E SUSTENTABILIDADE
MOURA, L. R.	LARISSA RIBEIRO DE MOURA	FAU UFRJ		12/12/2017		Outros	PORTUGUES	Virtual Heritage;Virtual Reconstruction;Virtual Reality	PROJETO, GESTÃO E SUSTENTABILIDADE DO PATRIMÔNIO	Sim		Sim	MONICA SANTOS SALGADO	Patrimônio Virtual;Reconstrução Virtual;Realidade Virtual		31001017150P0	Pesquisa e inovação em gestão e tecnologia de projetos: ênfase na construção sustentável	139.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	Colaborador	A RECONSTRUÇÃO VIRTUAL NA SALVAGUARDA DO PATRIMÔNIO HISTÓRICO: O caso Palacete Fellet.	1	PROJETO E PATRIMÔNIO CULTURAL
SCARPELLINI, M. A.	MARIANE ANDRIANI SCARPELLINI	FAU-UFRJ		18/12/2017		Outros	PORTUGUES	1. 1. Historical heritage;2. Architectural interventation;3. Old-new;4. Rua Sacadura Cabral	PROJETO DE REVITALIZAÇÃO E RESTAURAÇÃO	Sim		Sim	FABIOLA DO VALLE ZONNO	1. Patrimônio histórico;2. Intervenção arquitetônica;3. Antigo-novo;4. Rua Sacadura Cabral		31001017150P0	Entre arte, arquitetura e paisagem: teoria e crítica da complexidade contemporânea	165.0			Empresa Privada	DISSERTAÇÃO	CLT	Diálogo novo-antigo: projeto de intervenção em um conjunto arquitetônico de valor patrimonial na rua Sacadura Cabral.	1	PROJETO E PATRIMÔNIO CULTURAL
JUNIOR, I. M. B.	IVO MATOS BARRETO JUNIOR	FAU-UFRJ		18/09/2017		Ensino e Pesquisa	PORTUGUES	1. Casa da Flor. 2. Integrated Conservation. 3. Contemporary Theory of Restoration. 4. São Pedro da Aldeia. 5. Cabo Frio	PROJETO DE REVITALIZAÇÃO E RESTAURAÇÃO	Sim		Sim	ROSINA TREVISAN MARTINS RIBEIRO	1. Casa da Flor. 2. Conservação Integrada.3. Teoria Contemporânea da Restauração.4. São Pedro da Aldeia. 5. Cabo Frio		31001017150P0	Conservação, Restauração e Revitalização do patrimônio edificado	246.0			Empresa Pública ou Estatal	DISSERTAÇÃO	Servidor Público	Entre a matéria e as imatérias: Plano de Conservação Integrada da Casa da Flor, em São Pedro da Aldeia/RJ.	1	PROJETO E PATRIMÔNIO CULTURAL
CANUTO, C. L.	CRISTIANE LOPES CANUTO	FAU UFRJ		11/09/2017		Ensino e Pesquisa	PORTUGUES	HBIM;Digital(preservation;Virtual(Heritage;Modern(heritage;Gustavo( Capanema(Palace(	PROJETO, GESTÃO E SUSTENTABILIDADE DO PATRIMÔNIO	Sim		Sim	MONICA SANTOS SALGADO	HBIM;Preservação*Digital;Patrimônio*Virtual;Patrimônio*Moderno;Palácio* Gustavo*Capanema*		31001017150P0	Pesquisa e inovação em gestão e tecnologia de projetos: ênfase na construção sustentável	175.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	Colaborador	MODELO BIM E PROPOSTA DE INTERVENÇÃO NO PALÁCIO GUSTAVO CAPANEMA, RIO DE JANEIRO-RJ: PELA PRESERVAÇÃO DIGITAL DO PATRIMÔNIO MODERNO	1	PROJETO E PATRIMÔNIO CULTURAL
BRUNO, B. S.	BIANCA DE SOUZA BRUNO	FAU UFRJ		28/09/2017		Profissional Autônomo	PORTUGUES	Cultural heritage;Urban landscape;Block;Open space	PROJETO, GESTÃO E SUSTENTABILIDADE DO PATRIMÔNIO	Sim		Sim	ANDREA QUEIROZ DA SILVA FONSECA REGO	Patrimônio cultural;Paisagem urbana;miolo de quadra;Espaço livre público		31001017150P0	A paisagem sonora nos Sistemas de Espaços Livres da Cidade do Rio de Janeiro  memória e cultura urbana	146.0			Outros	DISSERTAÇÃO	Colaborador	PATRIMÔNIO NOVOS USOS NOVAS FORMAS A CRIAÇÃO DE ESPAÇOS INTRAQUADRAS NO CORREDOR CULTURAL DO RIO DE JANEIRO	1	PROJETO E PATRIMÔNIO CULTURAL
RIBEIRO, I. C. F.	ISABEL CRISTINA FERREIRA RIBEIRO	FAU-UFRJ		29/09/2017			PORTUGUES	1. Cultural heritage;2.  Zoo;3. Rio de Janeiro;4. Bioparque.	PROJETO DE REVITALIZAÇÃO E RESTAURAÇÃO	Sim		Sim	VERA REGINA TANGARI	1.Patrimônio Cultural;2. Jardim Zoológico;3. Rio de Janeiro;4. Bioparque.		31001017150P0	Arquitetura da paisagem: aspectos morfológicos e ambientais	313.0				DISSERTAÇÃO		Projeto Bioparque: transformação do Jardim Zoológico, Patrimônio da Cidade do Rio de Janeiro.	1	PROJETO E PATRIMÔNIO CULTURAL
SOARES, F. M. C.	FERNANDA MEDEIROS CALHAU SOARES	FAU UFRJ		29/09/2017		Outros	PORTUGUES	Lesser buildings;Environmental comfort;Energy efficiency	PROJETO DE REVITALIZAÇÃO E RESTAURAÇÃO	Sim		Sim	CLAUDIO ANTONIO SANTOS LIMA CARLOS	Obras modestas;Conforto ambiental;Eficiência energética		31001017150P0	Plano de Conservação Preventiva do Patrimônio Edificado	136.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	Colaborador	Projeto de conservação que contemple as demandas do conforto ambiental: uma experiência possível para o Centro do Rio de Janeiro Rio de Janeiro 2017	1	PROJETO E PATRIMÔNIO CULTURAL
GEVU, N. V.	NAYARA VASCONCELOS GEVU	FAU-UFRJ		28/09/2017		Profissional Autônomo	PORTUGUES	1. Pavilhão Arthur Neiva	PROJETO DE REVITALIZAÇÃO E RESTAURAÇÃO	Sim		Sim	MARCOS MARTINEZ SILVOSO	1. Pavilhão Arthur Neiva;2. Vibração 3. Ruído 4. Patrimônio Moderno. 5. Rio de Janeiro		31001017150P0	Técnicas de Diagnóstico e Materiais de Construção para a Conservação e Restauração do Patrimônio Arquitetônico	162.0				DISSERTAÇÃO		Projeto de intervenção para o Pavilhão Arthur Neiva/FIOCRUZ estudo da vibração e do ruído rodoviário como fator de dano em bem moderno tombado.	1	PROJETO E PATRIMÔNIO CULTURAL
LEITE, A. P.	ANDRESSA PAZIANELLI LEITE	FAU UFRJ		14/12/2017		Outros	PORTUGUES	setting of monuments;ambiencies;obsolescence	PROJETO DE REVITALIZAÇÃO E RESTAURAÇÃO	Sim		Sim	CLAUDIO ANTONIO SANTOS LIMA CARLOS	Entorno;Convento São Bernardino de Sena;Patrimônio cultural		31001017150P0	Observatório da Conservação Urbana	156.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	Colaborador	PROJETO DE REABILITAÇÃO DO ENTORNO DO CONVENTO DE SÃO BERNARDINO DO SENA EM ANGRADOS REIS	1	PROJETO E PATRIMÔNIO CULTURAL
OLIVEIRA, M. S. L.	MARIELA SALGADO LACERDA DE OLIVEIRA	FAU UFRJ		10/10/2017		Outros	PORTUGUES	modern architecture;cultural heritage;preservation;restoration;cine theatre;Cataguases	PROJETO DE REVITALIZAÇÃO E RESTAURAÇÃO	Sim		Sim	CLAUDIA SUELY RODRIGUES DE CARVALHO	arquitetura moderna;patrimônio cultural;preservação;restauro;cineteatro;Cataguases		31001017150P0	Plano de Conservação Preventiva do Patrimônio Edificado	141.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	Colaborador	PROJETO DE RESTAURAÇÃO E READEQUAÇÃO DE USO DO CINE TEATRO EDGARD EM CATAGUASES, MINAS GERAIS	1	PROJETO E PATRIMÔNIO CULTURAL
FREIXO, G. M.	GISELE MONTALVAO FREIXO	FAU UFRJ		13/12/2017		Outros	PORTUGUES	Tiles;Ruins;Reintegration;Gaps;Cultural Heritage.	PROJETO DE REVITALIZAÇÃO E RESTAURAÇÃO	Sim		Sim	ROSINA TREVISAN MARTINS RIBEIRO	Azulejaria;Ruínas;Reintegração;Lacunas;Patrimônio Cultural		31001017150P0	Conservação, Restauração e Revitalização do patrimônio edificado	177.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	Colaborador	Projeto de revitalização nas ruínas do Mirante das Lendas, Teresópolis, Rio de Janeiro Reintegração de lacunas em painéis azulejares	1	PROJETO E PATRIMÔNIO CULTURAL
MIRANDA, K. C. A. P.	KEILLA CRISTINE DE AZEVEDO DOS PASSOS MIRANDA	FAU-UFRJ		23/03/2017		Pesquisa	PORTUGUES	1. Urban historical site. 2. Preservation regulation. 3.Vassouras/RJ.	PROJETO DE REVITALIZAÇÃO E RESTAURAÇÃO	Sim		Sim	CLAUDIO ANTONIO SANTOS LIMA CARLOS	1. Sítio histórico urbano. 2. Normativa de proteção. 3. Vassouras/RJ.		31001017150P0	Plano de Conservação Preventiva do Patrimônio Edificado	189.0			Empresa Pública ou Estatal	DISSERTAÇÃO	Servidor Público	SÍTIO HISTÓRICO URBANO DE VASSOURAS / RJ e ENTORNO: PROJETO DE UMA ÚNICA CIDADE.	1	PROJETO E PATRIMÔNIO CULTURAL
GUTERMAN, B.	BRUNA DA CUNHA GUTERMAN	BAU-UFF	889834000108.0	11/12/2017	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social		PORTUGUES	Olympic City;conflict;consensus;insurgent territorial grammar	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim	48.0	Sim	FERNANDA ESTER SANCHEZ GARCIA	Cidade Olímpica;conflito;consenso;gramática territorial insurgente		31003010052P4	MEGAEVENTOS E METRÓPOLES: ESTUDO DE CASO DO RIO DE JANEIRO	331.0				TESE		A Cidade Maravilhosa é a que Luta: Disputas Discursivas e Territoriais na Cidade Olímpica	1	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
BASTOS, P.	PAULO BASTOS	BAU-UFF	889834000108.0	15/09/2017	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social		PORTUGUES	Popular Housing;Morar Carioca;public policy;Production of urban space;Fight for space	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim	48.0	Sim	REGINA BIENENSTEIN	Habitação Popular;Morar Carioca;políticas públicas;produção do espaço urbano;luta pelo espaço		31003010052P4	PLANO POPULAR DA VILA AUTÓDROMO	361.0				TESE		A Contradição Em Processo: O Discurso e Prática Relativa à Habitação Popular na Gestão Eduardo Paes	1	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
SIMOES, M. B.	MARILIA BALDO SIMOES	BAU-UFF	889834000108.0	14/07/2017	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social		PORTUGUES	Microregion of the Paraíba Valley Fluminense;Residential Market;Municipality of Resende;Real estate dynamics;Productive restructuring	CULTURA E HISTÓRIA DA ARQUITETURA, CIDADE E URBANISMO	Sim	24.0	Sim	FERNANDA FURTADO DE OLIVEIRA E SILVA	Microrregião do Vale do Paraíba Fluminense;Mercado Residencial;Município de Resende;Dinâmica imobiliária;Reestruturação produtiva		31003010052P4	Planejamento Urbano e Regional no Brasil e no Rio de Janeiro: teorias, propostas e práticas, 1955-1980	186.0				DISSERTAÇÃO		A Dinâmica Imobiliária Residencial a Partir da Reestruturação Produtiva em Resende-RJ.	1	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
CAMPBELL, M. M.	MAURICIO MONTEIRO CAMPBELL	BAU-UFF		31/03/2017			PORTUGUES	Teaching;Scenography;Architecture and Urbanism;Scenic Architecture;Teatral Building	CULTURA E HISTÓRIA DA ARQUITETURA, CIDADE E URBANISMO	Sim		Sim	JORGE BAPTISTA DE AZEVEDO	ensino;cenografia;arquitetura e urbanismo;arquitetura cênica;edifício teatral		31003010052P4	A ESTÉTICA TRANSCULTURAL NA UNIVERSIDADE LATINOAMERICANA	130.0				DISSERTAÇÃO		A Inserção do Ensino de Cenografia na Graduação do Arquiteto e Urbanista - A Experiência Realizada na EAU-UFF.	1	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
NOGUEIRA, R. L.	RICHARD LINS NOGUEIRA	BAU-UFF		18/12/2017			PORTUGUES	Latin America;Capitalism;Social Work Division	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim		Sim	FERNANDA ESTER SANCHEZ GARCIA	América Latina;Capitalismo;Divisão Social do Trabalho		31003010052P4	RIO 2016: Cidade-Marca, Projetos Urbanos e Disputas Territoriais: Uma proposta de avaliação em processo	147.0				DISSERTAÇÃO		A Reprodução da Força de Trabalho no Espaço Urbano em Contexto de Neoliberalização: Contrarreforma e Inclusão pelo Mercado na América Latina	1	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
FLORENTINO, E.	EDNA FLORENTINO	BAU-UFF		29/08/2017			PORTUGUES	educación inclusiva;personas con discapacidad;escuelas públicas;Niterói/RJ	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim		Sim	MARIA LAIS PEREIRA DA SILVA	educação inclusiva;pessoas com deficiência;escolas públicas;Niteroi/RJ		31003010052P4	Habitação, plano , cidade: a questão habitacional na cidade de Niterói e o processo para o Plano Diretor (1960-1975)	261.0				TESE		Acessibilidade como Direito do Cidadão e Sua Percepção nas Escolas Públicas de Niterói.	1	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
PORTES, R. V. R.	RAQUEL VON RANDOW PORTES	BAU-UFF		22/09/2017			PORTUGUES	City;Memory;Pedro Nava	CULTURA E HISTÓRIA DA ARQUITETURA, CIDADE E URBANISMO	Sim		Sim	DINAH TEREZA PAPI DE GUIMARAENS	Cidade;Memória;Pedro Nava		31003010052P4	A ESTÉTICA TRANSCULTURAL NA UNIVERSIDADE LATINOAMERICANA	284.0				TESE		Anatomia Urbana: A Cidade na Poética de Pedro Nava	1	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
NETO, H. P. P. M.	HONORIO PINTO PEREIRA DE MAGALHAES NETO	BAU-UFF	889834000108.0	31/03/2017	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social		PORTUGUES	Edificio multifamiliar;Actuación del arquitecto y urbanista;Mercado inmobiliario;Rio2016;Asistencia técnica	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim	24.0	Sim	GERONIMO EMILIO ALMEIDA LEITAO	Edifício multifamiliar;Atuação do arquiteto e urbanista;Produção imobiliária;Rio2016;Assistência técnica		31003010052P4	Construindo uma metodologia de Assistência Técnica para a promoção de Melhorias Habitacionais em Assentamentos Informais	105.0				DISSERTAÇÃO		As Práxis e a Produção da Habitação: do Pan ao Rio 2016.	1	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
LAMOUNIER, A.	ALEX ASSUNCAO LAMOUNIER	BAU-UFF	889834000108.0	15/09/2017	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social		PORTUGUES	Preference Atmospheres;Urban Atmosphere;Preference Landscapes;Ordinary Landscapes;Space and Time;Rio de Janeiro ? Cidade Maravilhosa	CULTURA E HISTÓRIA DA ARQUITETURA, CIDADE E URBANISMO	Sim	48.0	Sim	THEREZA CHRISTINA COUTO CARVALHO	Atmosferas de Preferência;Atmosfera Urbana;Paisagens de Preferência;Paisagens Comuns;Espaço e Tempo;Rio de Janeiro ? Cidade Maravilhosa		31003010052P4	Método de Leitura e modelos de produção do espaço urbano	362.0				TESE		Atmosferas de Preferência e a Cidade Maravilhosa	1	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
LEITE, V. L. S. F.	VERA LUCIA SANCHES FRANCA LEITE	BAU-UFF		20/12/2017			PORTUGUES	História da Arquitetura e do Urbanismo;Planejamento Urbano;Planejamento Habitacional;Assentamentos Humanos;Legislação Urbana	CULTURA E HISTÓRIA DA ARQUITETURA, CIDADE E URBANISMO	Sim		Sim	VERA LUCIA FERREIRA MOTTA REZENDE	História da Arquitetura e do Urbanismo;Planejamento Urbano;Planejamento Habitacional;Assentamentos Humanos;Legislação Urbana		31003010052P4	Planejamento Urbano e Regional no Brasil e no Rio de Janeiro: teorias, propostas e práticas, 1955-1980	121.0				TESE		Caminhos que Levam à Cidade - O Protagonismo do IAB na Política Urbana Brasileira	1	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
REIS, E. R.	ELISABETE RODRIGUES DOS REIS	BAU-UFF	889834000108.0	21/12/2017	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social		PORTUGUES	City;Cinema;Presentification;Imaginary;Memory	ESPAÇO CONSTRUIDO, SUSTENTABILIDADE E  AMBIENTE	Sim	48.0	Sim	WERTHER HOLZER	Cidade;Cinema;Presentificação;Imaginário;Memória		31003010052P4	GEOGRAFIA HUMANISTA CULTURAL	265.0				TESE		Cidade e Cinema: Presentificação, Imaginário e Memória	1	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
CARVALHO, R. M. R.	RUBENS MOREIRA RODRIGUES DE CARVALHO	BAU-UFF	889834000108.0	21/08/2017	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social		PORTUGUES	Cittaslow;Place;Ecological Urbanism;Architectural Phenomenology;Local identity;Well-being	ESPAÇO CONSTRUIDO, SUSTENTABILIDADE E  AMBIENTE	Sim	48.0	Sim	WERTHER HOLZER	Cittaslow;Lugar;Urbanismo Ecológico;Fenomenologia arquitetônica;Identidade local;Bem-estar		31003010052P4	Cidade, processos de urbanização e ambiente	616.0				TESE		Cittaslow e o Devir da Cidade-Lenta: da Fenomenologia Arquitetônica ao Lugar do Urbanismo Ecológico.	1	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
AMORIM, A. S.	ADRIANA SOARES DE AMORIM	BAU-UFF		14/07/2017			PORTUGUES	revitalization;redevelopment;urban morphology;typology;architecture;urban memory	CULTURA E HISTÓRIA DA ARQUITETURA, CIDADE E URBANISMO	Sim		Sim	DINAH TEREZA PAPI DE GUIMARAENS	revitalização;requalificação;morfologia urbana;tipologia;arquitetura;memória urbana		31003010052P4	A ESTÉTICA TRANSCULTURAL NA UNIVERSIDADE LATINOAMERICANA	182.0				DISSERTAÇÃO		Contexto Morfológico Urbano: As Transformações do Projeto Porto Maravilha - Rio de Janeiro.	1	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
CAMPOS, L. G. R.	LUIS GUSTAVO ROSADAS CAMPOS	BAU-UFF	889834000108.0	08/03/2017	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social		PORTUGUES	exclusion;gentrification;hygienism;revanchism;lapa	CULTURA E HISTÓRIA DA ARQUITETURA, CIDADE E URBANISMO	Sim	24.0	Sim	SONIA MARIA TADDEI FERRAZ	exclusão;higienismo;gentrificação;revanchismo;lapa		31003010052P4	Arquitetura da Violência - regulações de uma Ordem Privada e Consolidação de uma nova sociabilidade urbana excludente	156.0				DISSERTAÇÃO		Do Higienismo à Gentrificação, as Semelhanças e Singularidades no Processo de Exclusão Social na Cidade do Rio de Janeiro: o Bairro da Lapa. 	1	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
BECKER, SANDRA	SANDRA HELENA LEHNEN BECKER	BAU-UFF	889834000108.0	14/06/2017	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social		PORTUGUES	Federative State;Urban Policies;Financing of urbanization;Small-Sized Towns within the state of Rio de Janeiro	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim	24.0	Sim	FERNANDA FURTADO DE OLIVEIRA E SILVA	Estado federativo;Política urbana;Financiamento da urbanização;Pequenos municípios fluminenses		31003010052P4	GESTÃO DA TERRA EM PLANOS E PROJETOS URBANÍSTICOS	187.0				DISSERTAÇÃO		Financiamento da Urbanização: Reflexões sobre os Pequenos Municípios Fluminenses.	1	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
GUIMARAES, S. V. C.	SAMARA VERISSIMO CHAVES GUIMARAES	BAU-UFF	889834000108.0	28/03/2017	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social		PORTUGUES	Socialenvironment Conflicts;Large Urban Projects;Area of Environmental Protection;Territory	ESPAÇO CONSTRUIDO, SUSTENTABILIDADE E  AMBIENTE	Sim	24.0	Sim	ELOISA CARVALHO DE ARAUJO	Conflitos socioambientais;Grandes Projetos Urbanos;Área de Proteção Ambiental;Território		31003010052P4	Infraestrutura e Cidade: relação entre espaço e meio ambiente	132.0				DISSERTAÇÃO		Iniciativas de Urbanização em Áreas de Acervo Ambiental: Conflitos Socioambientais na APA Maricá-RJ.	1	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
KROFF, C. R.	CAROLINA REZENDE KROFF	BAU	889834000108.0	28/03/2017	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social		PORTUGUES	Favela-Bairro Program;SocioSpatial Integration;Parque Royal	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim	24.0	Sim	GERONIMO EMILIO ALMEIDA LEITAO	Programa Favela-Bairro;Integração Socioespacial;Parque Royal		31003010052P4	UMA ANÁLISE DAS OCUPAÇÕES ORGANIZADAS DE ÁREAS URBANAS NA REGIÃO METROPOLITANA DO ESTADO DO RIO DE JANEIRO, AO LONGO DAS DÉCADAS DE 1980 E 1990	306.0				DISSERTAÇÃO		Integração Favela-Cidade Oficial: Reflexões Mais de Duas Décadas Após o Programa Favela-Bairro em Parque Royal na cidade do Rio de Janeiro.	1	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
DAMÁSIO, F. A.	FREDERICO AUGUSTO DAMASIO	BAU	889834000108.0	28/03/2017	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social		PORTUGUES	City-Marketing;Mega-events;Urban Mobility;Rio de Janeiro	CULTURA E HISTÓRIA DA ARQUITETURA, CIDADE E URBANISMO	Sim	24.0	Sim	FERNANDA ESTER SANCHEZ GARCIA	City-Marketing;Megaeventos;Mobilidade Urbana;Rio de Janeiro		31003010052P4	PLANNING AND CONFLICT: URBAN PLANNING EXPERIENCES IN SOCIAL CONFLICT CONTEXT	132.0				DISSERTAÇÃO		Mobilidade na Metrópole por BRT: Entre o Imaginário e a Experiência.	1	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
COSTA, D. M.	DANIELLA MARTINS COSTA	BAU	889834000108.0	24/03/2017	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social		PORTUGUES	Historic Preservation;Historic Cities;Heritage Value;Brazil;United States of America;Paraty;New Castle	CULTURA E HISTÓRIA DA ARQUITETURA, CIDADE E URBANISMO	Sim	48.0	Sim	JOSE SIMOES DE BELMONT PESSOA	Preservação;Cidades Históricas;Valor de preservação;Brasil;Estados Unidos da América;Paraty;New Castle		31003010052P4	A construção das práticas de conservação e restauração nos centros históricos brasileiros	283.0				TESE		O Futuro da Tradição. Uma Atualização do Valor de Patrimônio no Brasil através da Observação de Cidades Históricas no Brasil e nos Estados Unidos.	1	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
COSTA, M. S.	MILENA SAMPAIO DA COSTA	BAU-UFF		04/08/2017			PORTUGUES	Urbanism;Rio de Janeiro;Agache;Attilio Corrêa Lima	CULTURA E HISTÓRIA DA ARQUITETURA, CIDADE E URBANISMO	Sim		Sim	MARLICE NAZARETH SOARES DE AZEVEDO	Urbanismo;Rio de Janeiro;Agache;Attilio Corrêa Lima		31003010052P4	A FORMAÇÃO DO URBANISMO NO BRASIL COMO ÁREA DE CONHECIMENTO E CAMPO DE ATUAÇÃO PROFISSIONAL. SUB PROJETO NITERÓI	238.0				TESE		O Urbanismo no Início do Século XX: a Escola Francesa e suas Repercussões no Brasil. Trajetórias Profissionais de Alfred Agache e Attílio Corrêa Lima no Período entre 1925-1945.	1	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
