Abreviatura	Autor	Biblioteca depositada	CNPJ/Código Governamental Internacional do Financiador	Data de Defesa	Descrição	Expectativa de Atuação	Idioma	Keywords	Linha de Pesquisa	Mesma área de Atuação?	Número de Meses	O orientador principal compôs a banca do discente?	Orientador	Palavras-chave	Produção Associada	Programa	Projeto de Pesquisa	Páginas	Subtipo da Produção	Tipo da Produção	Tipo de Instituição	Tipo de Trabalho de Conclusão	Tipo de Vínculo Empregatício	Título	Volume	Área de Concentração
LINS, A. J. P. S.	ANTONIO JOSE PEDRAL SAMPAIO LINS	FAU/UFRJ		19/02/2019		Pesquisa	PORTUGUES	urbanism;hybridism;periphery;urban morphology;landscaping	ASSENTAMENTOS POPULARES E HABITAÇÃO	Sim		Sim	PABLO CESAR BENETTI	urbanismo;hibridismo;periferia;morfologia urbana;paisagismo		31001017103P1	MOBILIDADE EM PROJETOS DE URBANIZAÇÃO DE FAVELAS	125.0			Outros	TESE	Colaborador	Onde a cidade hibridiza e se dissolve: contribuição para uma teoria das periferias urbanas contemporâneas no Brasil	1.0	PROJETO URBANO
CRUZ, A. P. L. P.	ANA PAULA LEAL PINHEIRO CRUZ	FAU/UFRJ	30495394000167.0	27/02/2019	FUNDACAO CARLOS CHAGAS FILHO DE AMPARO A PESQUISA DO ESTADO DO RIO DE JANEIRO-FAPERJ - Programa Bolsa Nota 10	Ensino e Pesquisa	PORTUGUES	Urban Rivers;River Landscape;Paraibuna river	AMBIENTE URBANO E PAISAGISMO	Sim	12.0	Sim	LUCIA MARIA SÁ ANTUNES COSTA	Rios urbanos usos e valores;paisagem fluvial;rio Paraibuna		31001017103P1	Paisagens multi-funcionais e novas experiências urbanas	185.0			Empresa Privada	DISSERTAÇÃO	Colaborador	Paisagens Reveladas: Usos e valores do rio Paraibuna em Juiz de Fora/MG	1.0	PROJETO URBANO
BUENO, J. L. C.	JOSE LUIS DE CARVALHO BUENO	FAU/UFRJ	889834000108.0	17/10/2019	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Excelência Acadêmica	Ensino e Pesquisa	PORTUGUES	Urban Public Parks;Urban Revitalization;Leisure;Teresina	AMBIENTE URBANO E PAISAGISMO	Sim	43.0	Sim	LUCIA MARIA SÁ ANTUNES COSTA	Parques Públicos Urbanos;Revitalização Urbana;Lazer;Teresina		31001017103P1	Paisagens multi-funcionais e novas experiências urbanas	239.0			Instituição de Ensino e Pesquisa	TESE	Servidor Público	PARQUES PÚBLICOS URBANOS: UM ESTUDO SOBRE OS PARQUES NOVA POTYCABANA E AMBIENTAL LAGOAS DO NORTE, EM TERESINA - PI	1.0	PROJETO URBANO
TEIXEIRA, L. C.	LUISA DA CUNHA TEIXEIRA	FAU/UFRJ	33654831000136.0	27/02/2019	CONS NAC DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO - BOLSA DE MESTRADO GM	Ensino e Pesquisa	PORTUGUES	mobile apps;transportation;ridesharing;urban mobility	GRAFICA DIGITAL, REPRESENTAÇÃO E URBANISMO	Sim	24.0	Sim	RODRIGO CURY PARAIZO	aplicativos móveis;mobilidade urbana;compartilhamento de viagens;carona		31001017103P1	Arquiteturas fantasmas: experimentações em mídias locativas no Rio de Janeiro	93.0			Empresa Pública ou Estatal	DISSERTAÇÃO	Colaborador	Plataformas digitais de mobilidade urbana: O caso do Caronaê UFRJ	1.0	HISTORIA E TEORIA DO URBANISMO
MORENO, X. A. C.	XIMENA ANDREA CABELLO MORENO	FAU/UFRJ	889834000108.0	10/07/2019	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Excelência Acadêmica	Ensino e Pesquisa	PORTUGUES	Urban Renewal;Urban Centrality;Densification;Pericenter;Chile Santiago	ASSENTAMENTOS POPULARES E HABITAÇÃO	Sim	24.0	Sim	ELIANE RIBEIRO DE ALMEIDA DA SILVA BESSA	Renovação Urbana;Centralidade Urbana;Densificação;Pericentro;Santiago do Chile		31001017103P1	Assentamentos Precários e Áreas Verdes na Cidade do Rio de Janeiro	198.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	Colaborador	RENOVACIÓN Y DENSIFICACIÓN EN ÁREAS CENTRALES ¿NUEVAS PERIFERIAS EN SANTIAGO?	1.0	PROJETO URBANO
YLLANA, T. S.	TEBA SILVA YLLANA	FAU/UFRJ	889834000108.0	29/04/2019	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Excelência Acadêmica	Ensino e Pesquisa	PORTUGUES	Art;Urban Icon;public spaces;Cultural Heritage Landscape;Roberto Burle Marx	GRAFICA DIGITAL, REPRESENTAÇÃO E URBANISMO	Sim	33.0	Sim	RODRIGO CURY PARAIZO	Arte;Ícone Urbano;Espaços Públicos;Patrimônio Cultural Paisagístico;Roberto Burle Marx		31001017103P1	Arquiteturas fantasmas: experimentações em mídias locativas no Rio de Janeiro	341.0			Instituição de Ensino e Pesquisa	TESE	Servidor Público	ROCHAS, DESENHOS E DESÍGNIOS O CALÇADÃO DE COPACABANA	1.0	HISTORIA E TEORIA DO URBANISMO
OLIVEIRA, P. H. C. L. M.	PEDRO HENRIQUE DA COSTA LIMA MAGALHAES DE OLIVEIRA	FAU/UFRJ	30495394000167.0	15/07/2019	FUNDACAO CARLOS CHAGAS FILHO DE AMPARO A PESQUISA DO ESTADO DO RIO DE JANEIRO-FAPERJ - Programa Bolsa Nota 10	Profissional Autônomo	PORTUGUES	Production of the Urban Space;Hybrid Territories;Emerging policies;Counter-planning;Technopolitics	GRAFICA DIGITAL, REPRESENTAÇÃO E URBANISMO	Sim	24.0	Sim	NAYLOR BARBOSA VILAS BOAS	Produção do Espaço Urbano;Territórios Híbridos;Políticas Emergentes;Contraplanejamento;Tecnopolítica		31001017103P1	Acervo Professor Roberto Segre: Um Olhar Caleidoscópico para a Arquitetura da América Latina	200.0			Empresa Privada	DISSERTAÇÃO	Colaborador	TECNOLOGIA, CRISE E SUBVERSÃO: A CASA FLUMINENSE COMO CATALISADORA DE POLÍTICAS CONTRA-HEGEMÔNICAS	1.0	HISTORIA E TEORIA DO URBANISMO
JUNIOR, E. A. S. A.	EDMAR AUGUSTO SANTOS DE ARAUJO JUNIOR	FAU/UFRJ	889834000108.0	15/08/2019	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Excelência Acadêmica	Ensino e Pesquisa	PORTUGUES	Cultural Heritage;Value Theory;Urban Land Rent;Transfer of Development Right;Center of Rio de Janeiro	HISTÓRIA DA CIDADE E DO URBANISMO	Sim	42.0	Sim	ANDREA DE LACERDA PESSOA BORDE	Patrimônio Cultural Edificado;Teoria do Valor;Renda do Solo Urbano;Transferência do Direito de Construir;Centro da cidade do Rio de Janeiro		31001017103P1	Patrimônio Cultural e Cidades Contemporâneas: construções, percursos e perspectivas	208.0			Instituição de Ensino e Pesquisa	TESE	Colaborador	TRANSFERÊNCIA DO DIREITO DE CONSTRUIR E PATRIMÔNIO CULTURAL EDIFICADO CARIOCA: LIMITES E POSSIBILIDADES	1.0	HISTORIA E TEORIA DO URBANISMO
ARECHAGA, V.	VALENTIN ARECHAGA	FAU/UFRJ		20/08/2019		Profissional Autônomo	ESPANHOL	espacio publico;barrio pobre;Rio de Janeiro;Paisaje;Paisajismo;comunitario	MORFOLOGIA, ORDENAÇÃO E GESTÃO DA PAISAGEM	Sim		Sim	CRISTOVAO FERNANDES DUARTE	Espaço público;Favela;Rio de Janeiro;Paisagem;Paisagismo Comunitário		31001017142P7	DOZE DÉCADAS DE FAVELA: A RECRIAÇÃO DA PAISAGEM URBANA DA CIDADE DO RIO DE JANEIRO A PARTIR DO PROCESSO DE PRODUÇÃO E REPRODUÇÃO DOS ESPAÇOS POPULARES (1890-2010)	105.0			Empresa Privada	DISSERTAÇÃO	CLT	A TRAVÉS DEL PAISAJE: Una plaza para la Comunidad de Pica-Pau. Un espacio para la Esperanza en Rio de Janeiro.	1.0	PROJETO PAISAGÍSTICO E SUSTENTABILIDADE
SILVA, D. S.	DOUGLAS DOS SANTOS SILVA	FAU/UFRJ		18/06/2019		Ensino e Pesquisa	PORTUGUES	landscape architecture;urban agriculture;landscape design;urban garden	SUSTENTABILIDADE CULTURAL E AMBIENTAL DA PAISAGEM	Sim		Sim	LUCIA MARIA SÁ ANTUNES COSTA	Arquitetura paisagística;Agricultura urbana;Projeto paisagístico;Horta urbana		31001017142P7	PAISAGENS AGRÍCOLAS NAS CIDADES: TIPOLOGIAS, ESPACIALIDADES E ESTRATÉGIAS DE INTEGRAÇÃO URBANÍSTICA	165.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	Colaborador	ALIMENTO, CIDADE E DESENHO: a poética do projeto paisagístico na agricultura urbana	1.0	PROJETO PAISAGÍSTICO E SUSTENTABILIDADE
FILHO, L. A. C. S.	LUIZ AUGUSTO DA COSTA SANTOS FILHO	FAU/UFRJ		11/12/2019		Pesquisa	PORTUGUES	participatory process;landscape architecture.	MORFOLOGIA, ORDENAÇÃO E GESTÃO DA PAISAGEM	Sim		Sim	VICTOR ANDRADE CARNEIRO DA SILVA	processo participativo;arquitetura paisagística.		31001017142P7	A praça, a rua e o bairro: experiências de participação no desenvolvimento de propostas urbanas e paisagísticas	184.0			Empresa Pública ou Estatal	DISSERTAÇÃO	Servidor Público	BAIXO RIO: Concerto Para Uma Paisagem Sepultada. Uma imersão na Avenida Paulo de Frontin, no bairro do Rio Comprido - Rio de Janeiro	1.0	PROJETO PAISAGÍSTICO E SUSTENTABILIDADE
CUNHA, J. F.	JULIA FIGUEIREDO CUNHA	FAU/UFRJ		30/04/2019		Empresas	PORTUGUES	streams;springs;water bodies;water network;sistemic landscape planning, urban landscape.	MORFOLOGIA, ORDENAÇÃO E GESTÃO DA PAISAGEM	Sim		Sim	RAQUEL HEMERLY TARDIN COELHO	córregos;nascentes;corpos d?água, rede hídrica,;planejamento sistêmico da paisagem, paisagem urbana.		31001017142P7	Espaços Livres: Instrumentos Sistêmicos para o Planejamento Urbano e da Paisagem	165.0			Empresa Privada	DISSERTAÇÃO	CLT	CORPOS D?ÁGUA E PLANEJAMENTO SISTÊMICO DA PAISAGEM URBANA Propostas para os córregos afluentes do Rio Uberabinha em Uberlândia - MG	1.0	PROJETO PAISAGÍSTICO E SUSTENTABILIDADE
SANTOS, T. L. A.	TARSIS LISANDRO AIRES DOS SANTOS	FAU/UFRJ		17/12/2019		Empresas	PORTUGUES	Landscape Architecture;Island Landscape;Landscape Archeology;Climate Change;Ecological Landscape Planning.	MORFOLOGIA, ORDENAÇÃO E GESTÃO DA PAISAGEM	Sim		Sim	PATRICIA MENEZES MAYA MONTEIRO	Arquitetura Paisagística,;Paisagem Insular,;Arqueologia da Paisagem, Mudanças Climáticas,;Planejamento Ecológico da Paisagem.		31001017142P7	A praça, a rua e o bairro: experiências de participação no desenvolvimento de propostas urbanas e paisagísticas	103.0			Empresa Privada	DISSERTAÇÃO	CLT	ENTRE O TOURO E A SERPENTE: PAISAGEM INSULAR E SIMULAÇÃO DE RISCOS E VULNERABILIDADES NA ILHA DE SÃO LUÍS DO MARANHÃO	1.0	PROJETO PAISAGÍSTICO E SUSTENTABILIDADE
GASPAR, F. G. M.	FRANKLIN GABRIEL MENEZES GASPAR	FAU/UFRJ		13/12/2019		Empresas	PORTUGUES	Landscape planning;estuaries;water basin, green infraestructure;water resources.	SUSTENTABILIDADE CULTURAL E AMBIENTAL DA PAISAGEM	Sim		Sim	SERGIO FERRAZ MAGALHAES	planejamento paisagístico;estuários;bacias hidrográficas;infraestrutura verde;recursos hídricos.		31001017142P7	Desafios da Cidade Standard: blindagens ao direito à cidade e à paisagem	205.0			Empresa Privada	DISSERTAÇÃO	CLT	ESTUÁRIOS ESTRUTURANTES INFRAESTRUTURA VERDE PARA OS DESÁGUES PRIMORDIAIS DA BAÍA DE GUANABARA	1.0	PROJETO PAISAGÍSTICO E SUSTENTABILIDADE
FURTADO, V. S.	VIVIANE SALES FURTADO	FAU/UFRJ		29/10/2019		Ensino e Pesquisa	PORTUGUES	conservation units;dune park;landscape protection and awareness;free space system;landscape architecture project	MORFOLOGIA, ORDENAÇÃO E GESTÃO DA PAISAGEM	Sim		Sim	IVETE MELLO CALIL FARAH	unidades de conservação;parque de dunas;proteção e sensibilização da paisagem;sistema de espaços livres;projeto de arquitetura paisagística		31001017142P7	Espaços Livres: Instrumentos Sistêmicos para o Planejamento Urbano e da Paisagem	154.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	CLT	VALORES PAISAGÍSTICOS, CULTURAIS E ECOLÓGICOS: Parque das Dunas da Sabiaguaba em Fortaleza	1.0	PROJETO PAISAGÍSTICO E SUSTENTABILIDADE
LAFFITE, R. X.	RAQUEL XAVIER LAFFITE	FAU-UFRJ		04/10/2019		Profissional Autônomo	PORTUGUES	1. Open spaces. 2. Museum of Unconscious Images. 3. Sociability. 4. Study of the form. 5. Integration.	PROJETO DE REVITALIZAÇÃO E RESTAURAÇÃO	Sim		Sim	MARIA ANGELA DIAS	1. Espaços livres. 2. Museu de Imagens do Inconsciente. 3. Sociabilidade. 4. Estudo da forma. 5. Integração.		31001017150P0	A educação do olhar: apreensão dos atributos geométricos da forma dos lugares	173.0			Outros	DISSERTAÇÃO	CLT	A Praça da Mandala - integração do Museu de Imagens do Inconsciente com o entorno 	1.0	PROJETO E PATRIMÔNIO CULTURAL
OLIVEIRA, A. C. S.	ANA CAROLINE SANTOS DE OLIVEIRA	FAU-UFRJ		01/10/2019		Profissional Autônomo	PORTUGUES	1. Free space systems. 2.Cultural heritage. 3. Squares. 4. Landscape requalification. 5. Participatory process. 6. Santo Amaro das Brotas / SE.	PROJETO DE REVITALIZAÇÃO E RESTAURAÇÃO	Sim		Sim	VERA REGINA TANGARI	1. Sistemas de espaços livres. 2. Patrimônio cultural. 3. Praças. 4. Requalificação paisagística. 5. Processo participativo. 6. Santo Amaro das Brotas/SE.		31001017150P0	Arquitetura da paisagem: aspectos morfológicos e ambientais	159.0				DISSERTAÇÃO		AS PRAÇAS CEL. JACINTO RIBEIRO E SÃO BENEDITO EM SANTO AMARO DAS BROTAS ?SE: Expressão cultural de Identidade e Memória.	1.0	PROJETO E PATRIMÔNIO CULTURAL
GOMES, J. A.	JULIANA ANGELO GOMES	FAU-UFRJ		02/10/2019		Pesquisa	PORTUGUES	1. Cultural heritage. 2. Quinta da Boa Vista Municipal Park. 3. Visitor Center.	PROJETO, GESTÃO E SUSTENTABILIDADE DO PATRIMÔNIO	Sim		Sim	MARIA DA CONCEICAO ALVES DE GUIMARAES	1. Patrimônio cultural. 2. Parque Municipal da Quinta da Boa Vista. 3. Centro de Visitantes.		31001017150P0	A importância dos espaços culturais para requalificação de centros urbanos	102.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	Servidor Público	Centro de Visitantes do Parque Municipal da Quinta da Boa Vista: integração com o entorno e a proposta projetual.	1.0	PROJETO E PATRIMÔNIO CULTURAL
LIMA, T. O. G.	THIAGO OLIVEIRA GONCALVES LIMA	FAU-UFRJ		27/09/2019		Ensino e Pesquisa	PORTUGUES	1. Cultural Heritage. 2. Cultural Landscape. 3. Memory. 4. Identity. 5. Cultural Diversity.	PROJETO DE REVITALIZAÇÃO E RESTAURAÇÃO	Sim		Sim	ETHEL PINHEIRO SANTANA	1. Patrimônio. 2. Paisagem cultural. 3. Memória. 4. Diversidade cultural.		31001017150P0	Cidade, Alteridade e Ambiências: interlocuções metodológicas no campo dos estudos em patrimônios materiais e imateriais pelo viés da acessibilidade e da pesquisa experiencial.	166.0			Outros	DISSERTAÇÃO	CLT	ENTRE UM CASARÃO E A PAISAGEM: MEMÓRIA E VALOR DE COMUNIDADE NA READEQUAÇÃO DO ENTORNO DO ANTIGO MUSEU DO ÍNDIO NO MARACANÃ, RIO DE JANEIRO/RJ.	1.0	PROJETO E PATRIMÔNIO CULTURAL
SECRON, L. B.	LUCIANA BERNARDES SECRON	FAU-UFRJ		27/09/2019		Profissional Autônomo	PORTUGUES	1. Children's leisure. 2. Acessibility. 3. Flamengo Park. 4. Architectural and Landscape Heritage.	PROJETO DE REVITALIZAÇÃO E RESTAURAÇÃO	Sim		Sim	CRISTIANE ROSE DE SIQUEIRA DUARTE	1. Lazer infantil. 2. Acessibilidade. 3. Parque do Flamengo. 4. Patrimônio arquitetônico e paisagístico		31001017150P0	Acessibilidade de pessoas com deficiências aos espaços físicos	0.0			Outros	DISSERTAÇÃO	CLT	Espaço de Lazer Acessível. Uma intervenção no Parque do Flamengo.	1.0	PROJETO E PATRIMÔNIO CULTURAL
NASCIMENTO, T. M.	THAIS MOTTA DO NASCIMENTO	FAU-UFRJ		26/09/2019		Ensino e Pesquisa	PORTUGUES	1. Rail heritage;2. Chiador Station;3. Rehabilitation;4. Park;5. Touristic Territory.	PROJETO DE REVITALIZAÇÃO E RESTAURAÇÃO	Sim		Sim	CLAUDIA CARVALHO LEME NOBREGA	1. Patrimônio ferroviário;2. Estação de Chiador;3. Reabilitação;4.Parque natural;5. Território Turístico.		31001017150P0	Os bens integrados no patrimônio arquitetônico cultural no Município do Rio de Janeiro	178.0			Empresa Privada	DISSERTAÇÃO	CLT	Estação de Chiador/ MG: Projeto de reabilitação do patrimônio ferroviário e diretrizes para criação de parque.	1.0	PROJETO E PATRIMÔNIO CULTURAL
FABRES, E. N.	EMANUELA NOGUEIRA FABRES	FAU-UFRJ		27/09/2019		Profissional Autônomo	PORTUGUES	1.Railway heritage. 2. Train station.	PROJETO, GESTÃO E SUSTENTABILIDADE DO PATRIMÔNIO	Sim		Sim	VIRGINIA MARIA NOGUEIRA DE VASCONCELLOS	1. Patrimônio ferroviário. 2. Estação ferroviária.		31001017150P0	Projeto e Sustentabilidade	110.0			Outros	DISSERTAÇÃO	CLT	Estação Ferroviária Ipê-Açú: uma contribuição para a reabilitação do patrimônio ferroviário capixaba.	1.0	PROJETO E PATRIMÔNIO CULTURAL
CHAICOSKI JUNIOR, A. N.	ARY NEY CHAICOSKI JUNIOR	FAU-UFRJ		20/03/2019		Profissional Autônomo	PORTUGUES	Museum of Contemporary Art;Curitiba;intervention;Project;Outbuilding;Old-New	PROJETO DE REVITALIZAÇÃO E RESTAURAÇÃO	Sim		Sim	FABIOLA DO VALLE ZONNO	Curitiba;Museu de Arte Contemporânea do Paraná;ntervenção;Projeto;Anexo;Antigo-Novo		31001017150P0	Entre arte, arquitetura e paisagem: teoria e crítica da complexidade contemporânea	102.0			Empresa Privada	DISSERTAÇÃO	CLT	INTERVENÇÃO NO MUSEU DE ARTE CONTEMPORÂNEA DO PARANÁ ? UMA QUESTÃO ANTIGO-NOVO	1.0	PROJETO E PATRIMÔNIO CULTURAL
ALVARENGA, T. Z.	TATIANE ZANONI ALVARENGA	FAU-UFRJ		30/09/2019		Pesquisa	PORTUGUES	1. Acessibility and mobility. 2. Religious patrimony. 3. Santuário Nacional José Anchieta - ES.	PROJETO, GESTÃO E SUSTENTABILIDADE DO PATRIMÔNIO	Sim		Sim	ANDREA QUEIROZ DA SILVA FONSECA REGO	1. Acessibilidade e  Mobilidade. 2. Patrimônio religioso. 3. Santuário Nacional José Anchieta - ES.		31001017150P0	A paisagem sonora nos Sistemas de Espaços Livres da Cidade do Rio de Janeiro  memória e cultura urbana	125.0			Empresa Privada	DISSERTAÇÃO	CLT	Projeto de acessibilidade e mobilidade para o entorno do Santuário Nacional José Anchieta - ES.	1.0	PROJETO E PATRIMÔNIO CULTURAL
TEIXEIRA, N. M. A.	NATALIA MALDONADO ALVES TEIXEIRA	FAU-UFRJ		26/09/2019		Profissional Autônomo	PORTUGUES	1. Cultural Heritage;2. Ruins. 3. Memory. 4. Intervention. 5. São Bernardino.	PROJETO DE REVITALIZAÇÃO E RESTAURAÇÃO	Sim		Sim	ROSINA TREVISAN MARTINS RIBEIRO	1. Patrimônio Cultural. 2.Ruínas. 3. Memória. 4. Intervenção. 5. São Bernardino.		31001017150P0	Técnicas construtivas tradicionais e sua preservação	182.0			Empresa Privada	DISSERTAÇÃO	CLT	PROJETO DE INTERVENÇÃO EM UM PATRIMÔNIO CULTURAL EM RUÍNAS: FAZENDA SÃO BERNARDINO, NOVA IGUAÇU, RJ.	1.0	PROJETO E PATRIMÔNIO CULTURAL
JUNIOR, D. P. D.	DANIEL DE PAIVA DIAS JUNIOR	FAU-UFRJ		18/09/2019		Ensino e Pesquisa	PORTUGUES	1. Georges Bernanos Museum;2. Cultural identity;3. Heritage;4. Preservation.	PROJETO DE REVITALIZAÇÃO E RESTAURAÇÃO	Sim		Sim	CLAUDIA SUELY RODRIGUES DE CARVALHO	1. Museu Georges Bernanos;2. Identidade cultural;3. Patrimônio;4. Preservação.		31001017150P0	Plano de Conservação Preventiva do Patrimônio Edificado	167.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	CLT	Projeto para o Museu Georges Bernanos em Barbacena, Minas Gerais: Patrimônio e Identidade Cultural.	1.0	PROJETO E PATRIMÔNIO CULTURAL
VIEIRA, V. C. R.	VANESSA CAMPOS RIBAS VIEIRA	FAU/UFRJ		26/09/2019		Profissional Autônomo	PORTUGUES	1.Public free spaces  2.environmental and landscape patrimony 3.ruin 4. Petrópolis	PROJETO DE REVITALIZAÇÃO E RESTAURAÇÃO	Sim		Sim	FABIOLA DO VALLE ZONNO	1.Espaços livres públicos,2.patrimônio ambiental e paisagístico,3.ruína, 4.Petrópolis		31001017150P0	Conservação, Restauração e Revitalização do patrimônio edificado	112.0			Outros	DISSERTAÇÃO	Colaborador	Valorização do Parque Natural Municipal de Petrópolis: diretrizes para o parque, intervenção em ruína e projeto da sede.     	1.0	PROJETO E PATRIMÔNIO CULTURAL
FILHO, C. A. B. C.	CARLOS AMADEU BAPTISTA CIDRINI FILHO	PPGD/EBA/UFRJ	33663683000116.0	13/12/2019	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO - Programa de Estudantes Convênio de Pós-Graduação		PORTUGUES	Book;Design;Experience;Art;Poetics.	DESIGN E CULTURA	Sim	18.0	Sim	IRENE DE MENDONCA PEIXOTO	Livro;Design;Experiência;Arte;Poética.		31001017172P3	Formas Particulares de Design	87.0				DISSERTAÇÃO		 Livre-se: tornar-se livro. O livro como rastro do impalpável.	1.0	Design Visual
MACHADO, F. M.	FERNANDA DE MORAIS MACHADO	PPGD/EBA/UFRJ		13/12/2019			PORTUGUES	Illustration. Style. Picturebook;Narrative. Method..	IMAGEM, TECNOLOGIA E PROJETO	Sim		Sim	MARCELO GONCALVES RIBEIRO	Ilustração. Estilo. Livro ilustrado;Narrativa. Método.		31001017172P3	A Interface Arte e Imagem na Comunicação Visual	134.0				DISSERTAÇÃO		A construção do estilo da ilustração para literatura infantil -  um estudo de caso sob a perspectiva do ilustrador 	1.0	Design Visual
SILVA, C. N.	CRISTIANO NOGUEIRA DA SILVA	PPGD/EBA/UFRJ	33663683000116.0	23/09/2019	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO - Programa de Estudantes Convênio de Pós-Graduação		PORTUGUES	Anamorphosis. Illusion. Visual perception;Perceptual shift. Anamorphic sculpture.	IMAGEM, TECNOLOGIA E PROJETO	Sim	18.0	Sim	MADALENA RIBEIRO GRIMALDI	Anamorfose. Ilusão. Percepção visual;Deslocamento perceptivo, Escultura anamórfica.		31001017172P3		107.0				DISSERTAÇÃO		Anamorfose - um estímulo aos deslocamentos perceptivos e a magia de criar ilusões	1.0	Design Visual 
OLIVEIRA, D. T.	DOUGLAS THOMAZ DE OLIVEIRA	PPGD/EBA/UFRJ		02/10/2019		Ensino e Pesquisa	PORTUGUES	Arthur Danto;Foucault	IMAGEM, TECNOLOGIA E PROJETO	Sim		Sim	LEONARDO VENTAPANE PINTO DE CARVALHO	Arthur Danto;Foucault		31001017172P3	A Interface Arte e Imagem na Comunicação Visual	92.0			Empresa Pública ou Estatal	DISSERTAÇÃO	Servidor Público	Design como especulação fabulativa: o Templo dos Espelhos, seus objetos e suas ficções	1.0	Design Visual
ANDRADE, K. A. L.	KATY ARAUJO LUCIO DE ANDRADE	PPGD/EBA/UFRJ		26/08/2019		Outros	PORTUGUES	Bible;sacred, profane;design, text-image	DESIGN E CULTURA	Sim		Sim	MARCUS VINICIUS DE PAULA	Bíblia;sagrado, profano;design, texto-imagem		31001017172P3	Design Vernacular: o design como produção social	148.0			Empresa Privada	DISSERTAÇÃO	CLT	Design contemporâneo da Bíblia: sagrado ou profano	1.0	Design Visual
QUEIROZ, A. V.	ANDRE VIEIRA QUEIROZ	PPGD/EBA/UFRJ		28/08/2019		Pesquisa	PORTUGUES	Visual Design. Hegemony;Critical theory.	DESIGN E CULTURA	Sim		Sim	ANDRE FABIO VILLAS BOAS	Design Visual. Hegemonia;Teoria crítica.		31001017172P3	Design Vernacular: o design como produção social	158.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	CLT	Design visual, hegemonia e ruptura	1.0	Design Visual
SANTOS, A. H.	ARTHUR HENRIQUE DOS SANTOS	PPGD/EBA/UFRJ		31/10/2019			PORTUGUES	design;creative process;experimentation;practice.	IMAGEM, TECNOLOGIA E PROJETO	Sim		Sim	BEANY GUIMARAES MONTEIRO	design;processo criativo;experimentação;prática.		31001017172P3	A imagem em linha de fuga: um caminho para o design contemporâneo	122.0				DISSERTAÇÃO		Ideias postas em prática: o lugar da criatividade e da experimentação no design contemporâneo 	1.0	Design Visual
BICHO, D. O. G.	DANIEL DE OLIVEIRA GUTTMANN BICHO	PPGD/EBA/UFRJ		23/08/2019		Empresas	PORTUGUES	mechanistic models;immediate market demands	DESIGN E CULTURA	Sim		Sim	JULIE DE ARAUJO PIRES	modelos mecanicistas;demandas mercadológicas imediatistas.		31001017172P3	Formas Particulares de Design	101.0			Empresa Privada	DISSERTAÇÃO	CLT	Jornadas não mapeadas: Errância e experiência em um design de fronteira	1.0	Design Visual
SARTORI, E. C. S.	ELEONORA CARDOSO SOLEDADE SARTORI	PPGD/EBA/UFRJ		26/09/2019			PORTUGUES	design, nouvelle cuisine;gastronomy	DESIGN E CULTURA	Sim		Sim	CLAUDIA ROCHA MOURTHE	design visual, representação imagética;nouvelle cuisine, gastronomia.		31001017172P3	Design Vernacular: o design como produção social	189.0				DISSERTAÇÃO		O estudo do design visual das fotografias de gastronomia da Revista Claudia: décadas de 1960 até 2000	1.0	Design Visual
SANTOS, A. C.	AIRTON COSTA DOS SANTOS	PPGD/EBA/UFRJ		26/08/2019			PORTUGUES	symbolic value, social context;nostalgia, tradition, aesthetic taste;design, graphic design, packaging	DESIGN E CULTURA	Sim		Sim	FERNANDA DE ABREU CARDOSO	valor simbólico, contexto social;nostalgia, tradição, gosto estético;design, design gráfico, embalagem		31001017172P3		102.0				DISSERTAÇÃO		Reflexões sobre a longevidade do design visual de embalagens: o valor simbólico da nostalgia	1.0	Design Visual 
FREIRE, E. H. B.	ELOISA HELENA BARCELOS FREIRE	BAU		16/12/2019			PORTUGUES	water resources;rio de janeiro;socio-environmental impacts	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim		Sim	GLAUCO BIENENSTEIN	recursos hidricos;rio de janeiro;arquitetura;impactos socioambientais		31003010052P4	Curso de Extensão em Direito à Cidade: Planejamento Urbano e Habitação Popular	332.0				TESE		A BATALHA POR ÁGUA:  GESTÃO E ACESSO AOS RECURSOS HÍDRICOS NO LESTE  METROPOLITANO DO RIO DE JANEIRO	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
