Abreviatura	Autor	Biblioteca depositada	CNPJ/Código Governamental Internacional do Financiador	Data de Defesa	Descrição	Expectativa de Atuação	Idioma	Keywords	Linha de Pesquisa	Mesma área de Atuação?	Número de Meses	O orientador principal compôs a banca do discente?	Orientador	Palavras-chave	Produção Associada	Programa	Projeto de Pesquisa	Páginas	Subtipo da Produção	Tipo da Produção	Tipo de Instituição	Tipo de Trabalho de Conclusão	Tipo de Vínculo Empregatício	Título	Volume	Área de Concentração
MARINHO, D. T.	DIRCIRENE TAVARES MARINHO			19/03/2013			PORTUGUES		DESEMPENHO AMBIENTAL E TECNOLOGIA	Sim		Sim	MARIA EMILIA DE LIMA TOSTES	Arquitetura e conservação de energia; Arquitetura e Clima; Belém(PA) - Clima 		15001016063P4		125.0				DISSERTAÇÃO		DESEMPENHO TERMOENERGETICO DA UTILIZACAO DE TELHADO VEGETAL EM EDIFICACAO NO CLIMA AMAZONICO		CONCEPÇÃO E ANÁLISE DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA
SAMPAIO, T. G.	TRYCIA GUERREIRO SAMPAIO			01/04/2013			PORTUGUES		DESEMPENHO AMBIENTAL E TECNOLOGIA	Sim		Sim	IRVING MONTANARI FRANCO	Tipologias amazônicas, Energyplus, parâmetros projetuais 		15001016063P4		162.0				DISSERTAÇÃO		Estudo de tipologias habitacionais amazonicas com analise ambiental para fins projetuais		CONCEPÇÃO E ANÁLISE DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA
NASCIMENTO, C. H. C.	CLAUDIA HELENA CAMPOS NASCIMENTO			03/04/2013			PORTUGUES		PATRIMÔNIO, RESTAURO E TECNOLOGIA	Sim		Sim	FERNANDO LUIZ TAVARES MARQUES	Arquitetura; Patrimônio cultural; Bujaru/PA; Igreja; Período Colonial (Séculos XVII a XIX). 		15001016063P4		150.0				DISSERTAÇÃO		Igreja de Santana do Bujaru: caracterizacao tipologica, historica e estilistica a partir de suas referencias documentais, fisicas e iconicas		CONCEPÇÃO E ANÁLISE DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA
PINHEIRO, D. F.	DORIVAL FREITAS PINHEIRO			11/04/2013			PORTUGUES		DESEMPENHO AMBIENTAL E TECNOLOGIA	Sim		Sim	IRVING MONTANARI FRANCO	microclima urbano, desempenho térmico e contexto morfológico, técnicas de análise ambiental 		15001016063P4		160.0				DISSERTAÇÃO		IMPACTO DA MORFOLOGIA NO DESEMPENHO TERMICO DAS PARCELAS URBANAS EM CLIMA EQUATORIAL NA CIDADE DE BELEM		CONCEPÇÃO E ANÁLISE DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA
SILVA, M. N. E. S.	MONICA NAZARE ESPIRITO SANTO DA SILVA			26/03/2013			PORTUGUES		TECNOLOGIA, ESPAÇO E DESENHO DA CIDADE	Sim		Sim	ANA KLAUDIA DE ALMEIDA VIANA PERDIGAO	Habitação Social, Concepção Projetual, Estudo Topológico.		15001016063P4		130.0				DISSERTAÇÃO		"INVESTIGACAO PROJETUAL DE HABITACAO SOCIAL: O CASO ""VILA DA BARCA"""		CONCEPÇÃO E ANÁLISE DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA
TOSCANO, T. Z.	THAIS ZUMERO TOSCANO			30/09/2013			PORTUGUES		PATRIMÔNIO, RESTAURO E TECNOLOGIA	Sim		Sim	THAIS ALESSANDRA BASTOS CAMINHA SANJAD	Moisaico, restauração, Belém 		15001016063P4		0.0				DISSERTAÇÃO		MOSAICOS DE BELEM: HISTORIA E CONSERVACAO		CONCEPÇÃO E ANÁLISE DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA
GUIMARÃES, G. J. S.	GISELE JOICY DA SILVA GUIMARAES			01/04/2013			PORTUGUES		TECNOLOGIA, ESPAÇO E DESENHO DA CIDADE	Sim		Sim	JOSE JULIO FERREIRA LIMA	Centralidade urbana, valorização da terra, space syntax, periferização, Belém.		15001016063P4		168.0				DISSERTAÇÃO		NOVAS CENTRALIDADES NA MALHA URBANA DA REGIAO METROPOLITANA DE BELEM: ESTUDO APLICADO AO ESPACO DA RODOVIA AUGUSTO MONTENEGRO		CONCEPÇÃO E ANÁLISE DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA
PINTO, A. M. C.	AMANDA MONTEIRO CORREA PINTO	BIBLIOTECA CENTRAL - UFPA		05/09/2013			PORTUGUES		PATRIMÔNIO, RESTAURO E TECNOLOGIA	Sim		Sim	THAIS ALESSANDRA BASTOS CAMINHA SANJAD	Vidros, vitrais, caracterização, patologias		15001016063P4	PATRIMÔNIO AZULEJAR SETECENTISTA DE BELÉM: SUBSÍDIOS CIENTÍFICOS PARA CONSERVAÇÃO E A RESTAURAÇÃO DOS REMANESCENTES MAIS ANTIGOS DA CIDADE.	128.0				DISSERTAÇÃO		O Vidro e os Vitrais de edificacoes Historicas de Belem: Patologias e Conservacao		CONCEPÇÃO E ANÁLISE DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA
BORGES, T. C. R.	TATIANA CAREPA ROFFE BORGES	Biblioteca central - UFPA		27/03/2013			PORTUGUES		PATRIMÔNIO, RESTAURO E TECNOLOGIA	Sim		Sim	ALDRIN MOURA DE FIGUEIREDO	Praça Visconde do Rio Branco, Praça das Mercês, órgãos de preservação, patrimônio cultural.		15001016063P4		189.0				DISSERTAÇÃO		Praca Visconde do Rio Branco: um estudo de gestao		CONCEPÇÃO E ANÁLISE DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA
LEÃO, M. B. M. S.	MONIQUE BENTES MACHADO SARDO LEAO			30/08/2013			PORTUGUES		TECNOLOGIA, ESPAÇO E DESENHO DA CIDADE	Sim		Sim	JOSE JULIO FERREIRA LIMA	Reassentamento, remanejamento, Agências Multilaterais, Baixadas, Belém 		15001016063P4	CIDADE E ÁGUA NO ESTUÁRIO GUAJARINO	161.0				DISSERTAÇÃO		REMOCAO E REASSENTAMENTO EM BAIXADAS DE BELEM: Estudos de caso de planos de reassentamento (1980-2010)		CONCEPÇÃO E ANÁLISE DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA
OLIVERIA, D. C. V. B. C.	DJANIRA CABRAL VIEGAS BORGES DA CRUZ OLIVEIRA	Biblioteca central UFPA		21/03/2013			PORTUGUES		PATRIMÔNIO, RESTAURO E TECNOLOGIA	Sim		Sim	THAIS ALESSANDRA BASTOS CAMINHA SANJAD	Arquitetura Moderna; Concreto Aparente; Restauração; argamassa 		15001016063P4	PATRIMÔNIO AZULEJAR SETECENTISTA DE BELÉM: SUBSÍDIOS CIENTÍFICOS PARA CONSERVAÇÃO E A RESTAURAÇÃO DOS REMANESCENTES MAIS ANTIGOS DA CIDADE.	143.0				DISSERTAÇÃO		Restauracao do Concreto Aparente: estudo tecnologico para a salvaguarda de edificacoes com tendencias modernistas		CONCEPÇÃO E ANÁLISE DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA
TUTYIA, D. R.	DINAH REIKO TUTYIA			19/03/2013		Ensino e Pesquisa	PORTUGUES		PATRIMÔNIO, RESTAURO E TECNOLOGIA	Sim		Sim	CYBELLE SALVADOR MIRANDA	Patrimônio Cultural, Paisagem, Etnografia de Rua, Centro Histórico de Belém. 		15001016063P4	MEMÓRIA E CIDADE: ITINERÁRIOS DA SAÚDE PÚBLICA NA BELÉM COLONIAL E IMPERIAL	208.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	Servidor Público	Rua Dr. Assis: uma incursao pela paisagem patrimonial transfigurada da Cidade Velha, Belem do Para		CONCEPÇÃO E ANÁLISE DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA
GUEDES, F. G. L.	FABRICIO GEAN LOPES GUEDES			22/07/2013		Empresas	PORTUGUES		DESEMPENHO AMBIENTAL E TECNOLOGIA	Sim		Sim	ANA CLÁUDIA DUARTE CARDOSO	Amazônia, TIC, informatização, internet, espaço regional, cidade 		15001016063P4		150.0			Empresa Privada	DISSERTAÇÃO	CLT	SOCIEDADE DE INFORMACAO, TERRITORIO E CIDADE NA AMAZONIA		CONCEPÇÃO E ANÁLISE DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA
ROCHA, I. C. M. A.	ISABELA CRISTINA MARCAL AVERTANO ROCHA			13/03/2013			PORTUGUES		DESEMPENHO AMBIENTAL E TECNOLOGIA	Sim		Sim	IRVING MONTANARI FRANCO	desempenho energético; edificio escolar; conforto térmico;metodologia; conforto ambiental.		15001016063P4		0.0				DISSERTAÇÃO		Tecnicas de monitoramento e caracterizacao da temperatura efetiva em microclima urbano na cidade de Belem, Para		CONCEPÇÃO E ANÁLISE DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA
SILVA, M. V.	MARCELLE VILAR DA SILVA	Universidade Federal do Pará		27/09/2013		Ensino e Pesquisa	PORTUGUES	shading devices;natural lighting;thermal gains	PATRIMÔNIO, RESTAURO E TECNOLOGIA	Sim		Sim	JOSE JULIO FERREIRA LIMA	proteções solares;iluminação natural;ganhos térmicos;infravermelho;acurácia		15001016063P4	ANÁLISE E CONCEPÇÃO DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA: GRUPO 02 - DOCUMENTAÇÃO CONSERVAÇÃO E RESTAURAÇÃO	176.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	Servidor Público	TÉCNIICAS PARA AVALIIAÇÃO DO DESEMPENHO TÉRMIICO E LUMÍÍNIICO ASSOCIIADO A SIISTEMAS DE PRATELEIIRA DE LUZ EM CLIIMA QUENTE E ÚMIIDO	1.0	CONCEPÇÃO E ANÁLISE DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA
PEREIRA, G. D. C.	GLAYDSON DE JESUS CORDOVIL PEREIRA			25/03/2013			PORTUGUES		TECNOLOGIA, ESPAÇO E DESENHO DA CIDADE	Sim		Sim	ANA CLÁUDIA DUARTE CARDOSO	PAC, Assentamentos informais;Urbanização; Habitação; Desenvolvimento Urbano 		15001016063P4		197.0				DISSERTAÇÃO		TEM GENTE! UMA ANALISE DE PROJETOS HABITACIONAIS DO PAC EM ASSENTAMENTOS INFORMAIS NO PARA		CONCEPÇÃO E ANÁLISE DO ESPAÇO CONSTRUÍDO NA AMAZÔNIA
PEREIRA, A. P. C.	ANA PAULA CARVALHO PEREIRA	Biblioteca Universitária Reitor Macedo Costa		07/06/2013		Ensino e Pesquisa	PORTUGUES	Building Information Modeling (BIM). Architecture, Engineering, Construction and Operations (AECO). Architectural projecting. Collaborative Work. Information and Communication Technology (ICT).	LINGUAGEM, INFORMAÇÃO E REPRESENTAÇÃO DO ESPAÇO [URBANISMO]	Sim		Sim	ARIVALDO LEAO DE AMORIM	Building Information Modeling (BIM). Arquitetura, Engenharia, Construção e Operação (AECO). Projetação Arquitetônica. Trabalho Colaborativo. Tecnologia da Informação e Comunicação (TIC).		23001011024P1		205.0				DISSERTAÇÃO		A ADOÇÃO DO PARADIGMA BIM EM ESCRITÓRIOS DE ARQUITETURA EM SALVADOR  BA	1.0	URBANISMO
CASTORE, M. E.	MARIA ELENA CASTORE	Biblioteca Universitária Reitor Macedo Costa		06/11/2013		Ensino e Pesquisa	PORTUGUES	 Landscape, Industrial Landscape, Industrial Heritage, Plataforma.	RESTAURAÇÃO, CONSERVAÇÃO E GESTÃO DOS BENS PATRIMONIAIS	Sim		Sim	ODETE DOURADO SILVA	Paisagem, Paisagem Industrial, Patrimônio Industrial, Plataforma.		23001011024P1		193.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	CLT	A FÁBRICA E O BAIRRO. Um Estudo sobre a Paisagem Industrial no Bairro de Plataforma em Salvador	1.0	CONSERVACAO E RESTAURO
DIAS, C.	CLOVIS DIAS	Biblioteca Universitária Reitor Macedo Costa		10/12/2013		Ensino e Pesquisa	BIRMANES	Urban morphology, space syntax, centrality, old city centre, João Pessoa	HISTÓRIA DA CIDADE E DO URBANISMO	Sim		Sim	MARCO AURELIO ANDRADE DE FILGUEIRAS GOMES	Morfologia urbana, sintaxe do espaço, centralidade, centro antigo, João Pessoa.		23001011024P1		207.0			Instituição de Ensino e Pesquisa	TESE	Servidor Público	A força da forma : entre o rio e o mar o  Centro de João Pessoa ainda perto do Sanhauá	1.0	URBANISMO
OLIVEIRA, M. R. N.	MARGARETE RODRIGUES NEVES OLIVEIRA	Biblioteca Universitária Reitor Macedo Costa		05/07/2013		Ensino e Pesquisa	PORTUGUES	Urban processes; Salvador; production of scarcity of the urban space; real estate market; ground-rent; urban ground surplus-values; urban regulation.	PROCESSOS URBANOS CONTEMPORÂNEOS	Sim		Sim	ANGELA MARIA GORDILHO SOUZA	Processos urbanos; Salvador; produção de escassez do espaço urbano; mercado imobiliário; renda fundiária; mais-valia fundiária urbana; regulação urbana.		23001011024P1		200.0				TESE		A produção de escassez do espaço urbano: um estudo sobre o boom imobiliário, uso de transcons e apropriação de mais-valia fundiária urbana em Salvador-BA (1968-2008).	1.0	URBANISMO
PIMENTEL, U. H. O.	UBIRATAN HENRIQUE OLIVEIRA PIMENTEL	Biblioteca Universitária Reitor Macedo Costa	889834000108.0	14/10/2013	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programas de Doutorado Interinstitucional	Ensino e Pesquisa	PORTUGUES	Construction Waste (RCC); Generation of RCC, Irregular Deposition.		Sim	4.0	Sim	FRANCISCO DE ASSIS DA COSTA	Resíduos da construção civil (RCC); Geração de RCC, Deposição		23001011024P1		205.0			Instituição de Ensino e Pesquisa	TESE	Servidor Público	ANÁLISE DA GERAÇÃO DE RESÍDUOS DA CONSTRUÇÃO CIVIL DA CIDADE DE JOÃO PESSOA/PB	1.0	URBANISMO
MELO, J. R. C.	JOSE REINOLDS CARDOSO DE MELO	Biblioteca Universitária Reitor Macedo Costa	889834000108.0	23/04/2013	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programas de Doutorado Interinstitucional	Ensino e Pesquisa	PORTUGUES	Water supply. Surface water sources. Municipal basic sanitation plan. Urban planning.	PROCESSOS URBANOS CONTEMPORÂNEOS	Sim	4.0	Sim	ANTONIO HELIODORIO LIMA SAMPAIO	Abastecimento de água. Proteção de manancial. Plano municipal de saneamento básico. Planejamento urbano.		23001011024P1		205.0			Instituição de Ensino e Pesquisa	TESE	Servidor Público	ARCABOUÇO LEGAL E INSTITUCIONAL E A SITUAÇÃO DE PROTEÇÃO AMBIENTAL DOS MANANCIAIS: O CASO DO RIO MARÉS NA PARAÍBA	1.0	URBANISMO
VELAME, Fabio Macedo	FABIO MACEDO VELAME	Biblioteca Universitária Reitor Macedo Costa		02/04/2013		Ensino e Pesquisa	BIRMANES	Communities and Traditional Peoples, Architecture Afro-brazilian, Candomblé, Cultural Heritage, waterfall and São Félix.	RESTAURAÇÃO, CONSERVAÇÃO E GESTÃO DOS BENS PATRIMONIAIS	Sim		Sim	ODETE DOURADO SILVA	Comunidades e Povos Tradicionais, Arquitetura Afro-brasileira, Candomblé, Patrimônio Cultural, Cachoeira e São Félix.		23001011024P1		250.0			Instituição de Ensino e Pesquisa	TESE	Servidor Público	ARQUITETURAS DA VENTURA:  OS TERREIROS DE CANDOMBLÉ DE CACHOEIRA E SÃO FÉLIX.	1.0	CONSERVACAO E RESTAURO
FILHO, A. G.	ANTONIO GUALBERTO FILHO	Biblioteca Universitária Reitor Macedo Costa		04/11/2013		Ensino e Pesquisa	PORTUGUES	accessibility assessment, hotels evaluation, elderly, disabled.	LINGUAGEM, INFORMAÇÃO E REPRESENTAÇÃO DO ESPAÇO [URBANISMO]	Sim		Sim	ANTONIO PEDRO ALVES DE CARVALHO	avaliação da acessibilidade; avaliação de hotéis; idosos; deficientes.		23001011024P1		200.0			Instituição de Ensino e Pesquisa	TESE	Servidor Público	AVALIAÇÃO DA ACESSIBILIDADE EM HOTÉIS: métodos quantitativos	1.0	URBANISMO
RAMOS, M. E. R.	MARIA ESTELA ROCHA RAMOS	Biblioteca Universitária Reitor Macedo Costa		05/07/2013		Ensino e Pesquisa	PORTUGUES	African-Brazilian neighborhoods, African-Brazilian Urban Forms, African-Brazilian Cultures	PROCESSOS URBANOS CONTEMPORÂNEOS	Sim		Sim	ANGELO SZANIECKI PERRET SERPA	Bairro Negro, Forma Urbana Negra, Culturas Negras		23001011024P1		200.0				TESE		Bairros Negros: uma Lacuna nos Estudos Urbanísticos Um estudo empírico-conceitual no Bairro do Engenho Velho da Federação, Salvador (Bahia).	1.0	URBANISMO
BRITTO, P. D.	PEDRO DULTRA BRITTO	Biblioteca Universitária Reitor Macedo Costa		03/04/2013		Ensino e Pesquisa	PORTUGUES	nature, hegemony, resistance, city, episodes, subjectivities. 	PROCESSOS URBANOS CONTEMPORÂNEOS	Sim		Sim	PASQUALINO ROMANO MAGNAVITA	natureza, hegemonia, resistência, cidade, episódios, subjetividades 		23001011024P1		200.0			Instituição de Ensino e Pesquisa	TESE	Servidor Público	Biopolíticas e processos de subjetivação: episódios de natureza celibatária, ruína e utopia na cidade	1.0	URBANISMO
CAVALCANTI, F. F. B.	FRANCINE FERMAN BEZERRA CAVALCANTI	Biblioteca Universitária Reitor Macedo Costa		12/11/2013		Ensino e Pesquisa	PORTUGUES		PROCESSOS URBANOS CONTEMPORÂNEOS	Sim		Sim	ANA MARIA FERNANDES	 1) Direito à Cidade - Democracia  Autonomia. 2) Política habitacional (Rio de Janeiro)		23001011024P1		170.0				DISSERTAÇÃO		CONSTRUINDO O DIREITO À CIDADE? DAS RUAS À LUTA INSTITUCIONAL: Uma experiência na Secretaria do Patrimônio da União do Rio de Janeiro (2009-2013)	1.0	URBANISMO
FERREIRA, E. T.	ENILDO TALES FERREIRA	Biblioteca Universitária Reitor Macedo Costa		21/10/2013		Ensino e Pesquisa	PORTUGUES	civil construction waste (CCW), recycling, recycled aggregates, concrete and precast slab.	HISTÓRIA DA CIDADE E DO URBANISMO	Sim		Sim	ANTONIO HELIODORIO LIMA SAMPAIO	Resíduo de construção civil, reciclagem, agregado reciclado, concreto estrutural e laje pré-moldada.		23001011024P1		210.0			Instituição de Ensino e Pesquisa	TESE	Servidor Público	CONTRIBUIÇÃO AO ESTUDO DO POTENCIAL DE APROVEITAMENTO DE AGREGADOS RECICLADOS DE RCC PRODUZIDOS NA USIBEN - JOÃO PESSOA - EM CONCRETO ESTRUTURAL APLICADO EM LAJES PRÉ-MOLDADAS	1.0	URBANISMO
JUNIOR, O. A. D.	OSNILDO ADAO WAN DALL JUNIOR	Biblioteca Universitária Reitor Macedo Costa	889834000108.0	18/11/2013	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social	Ensino e Pesquisa	PORTUGUES	Urban experience; Urban literary narratives; Production of subjectivity; Salvador; Jorge Amado	PROCESSOS URBANOS CONTEMPORÂNEOS	Sim	24.0	Sim	PAOLA BERENSTEIN JACQUES	Experiência urbana; Narrativas urbanas literárias; Produção de subjetividade; Salvador; Jorge Amado		23001011024P1		198.0				DISSERTAÇÃO		Das narrativas literárias de cidades: experiência urbana através do Guia de ruas e mistérios da Bahia de Todos os Santos	1.0	URBANISMO
MAGALHÃES, A. C. A.	ANA CRISTIAN ALVES DE MAGALHAES	Biblioteca Universitária Reitor Macedo Costa		10/05/2013		Ensino e Pesquisa	PORTUGUES	methodology, diagnosis, renderings, degradation, ancient mortars.	CIÊNCIA E TECNOLOGIA DA CONSERVAÇÃO E DO RESTAURO	Sim		Sim	MÁRIO MENDONCA DE OLIVEIRA	metodologia, diagnóstico, revestimentos, degradação, argamassas antigas		23001011024P1		199.0				DISSERTAÇÃO		DEGRADAÇÃO DE REVESTIMENTOS DE PAREDES DE EDIFÍCIOS ANTIGOS:  METODOLOGIA DE DIAGNÓSTICO	1.0	CONSERVACAO E RESTAURO
FILHO, J. E. M.	JOSE ESTEVAM DE MEDEIROS FILHO	Biblioteca Universitária Reitor Macedo Costa	889834000108.0	23/10/2013	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programas de Doutorado Interinstitucional	Ensino e Pesquisa	PORTUGUES	Street-car. City of Parahyba. Nineteenth century. Modernization. Urbanism.	HISTÓRIA DA CIDADE E DO URBANISMO	Sim	4.0	Sim	ELOISA PETTI PINHEIRO	Bonde. Cidade da Parahyba. Século XIX. Modernização. Urbanismo.    		23001011024P1		200.0			Instituição de Ensino e Pesquisa	TESE	Servidor Público	...E O BONDE A BURRO FOI IMPLANTADO: um ícone de modernidade da cidade da Parahyba no final do século XIX	1.0	URBANISMO
TRINDADE, M. L. R. D.	MARIA LUIZA RABELO DIAS TRINDADE	Biblioteca Universitária Reitor Macedo Costa		17/07/2013		Ensino e Pesquisa	PORTUGUES		TEORÍA E CRÍTICA DA ARQUITETURA E DO URBANISMO	Sim		Sim	PASQUALINO ROMANO MAGNAVITA	cartografia, micropolitica, subjetivação		23001011024P1		150.0				TESE		Entre a Vida e a Morte nas Sociedades de Controle: por uma cartografia e micropolítica de subjetivação dos corpos	1.0	URBANISMO
