Abreviatura	Autor	Biblioteca depositada	CNPJ/Código Governamental Internacional do Financiador	Data de Defesa	Descrição	Expectativa de Atuação	Idioma	Keywords	Linha de Pesquisa	Mesma área de Atuação?	Número de Meses	O orientador principal compôs a banca do discente?	Orientador	Palavras-chave	Produção Associada	Programa	Projeto de Pesquisa	Páginas	Subtipo da Produção	Tipo da Produção	Tipo de Instituição	Tipo de Trabalho de Conclusão	Tipo de Vínculo Empregatício	Título	Volume	Área de Concentração
BRILHANTE, RONALDO	RONALDO DE MORAES BRILHANTE	FAU/UFRJ	889834000108.0	09/07/2013	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Excelência Acadêmica	Ensino e Pesquisa	PORTUGUES	Mots-clés: Architecture. Recherche et enseignement. Topophilie. Dialogisme, Perception des milieux urbains. Relations croisées: histoires urbaines.	HISTÓRIA DA CIDADE E DO URBANISMO	Sim	48.0	Sim	LILIAN FESSLER VAZ	Arquitetura. Pesquisa e ensino. Topofilia. Dialogismo. Percepção dos ambientes da cidade. Relações entrecruzadas: histórias urbanas.		31001017103P1	CULTURAS E RESISTENCIAS NA CIDADE	248.0			Instituição de Ensino e Pesquisa	TESE	Servidor Público	Vestígios de um urbanismo amoroso	1.0	HISTORIA E TEORIA DO URBANISMO
GEPPETTI, E.	ELENA GEPPETTI	FAU/UFRJ		27/02/2013		Profissional Autônomo	PORTUGUES	cultural heritage expansion	MORFOLOGIA, ORDENAÇÃO E GESTÃO DA PAISAGEM	Sim		Sim	ANA ROSA DE OLIVEIRA	patrimonio  cultural expansão		31001017142P7	ANÁLISE E PROJETO DA PAISAGEM DA NOVA ÁREA DE EXPANSÃO DO JARDIM BOTÂNICO DO RJ - ÁREA DO ANTIGO HORTO FLORESTAL.	93.0			Empresa Privada	DISSERTAÇÃO	CLT	A EXPANSÃO DO JARDIM BOTÂNICO DO RIO DE JANEIROSUBSÍSIDIOS PARA UM MASTERPLAN DA ÁREA DO ANTIGO HORTO FLORESTAL DA GÁVEA	1.0	PROJETO PAISAGÍSTICO E SUSTENTABILIDADE
MONTEIRO, D. P. C.	DENISE PINHEIRO DA COSTA MONTEIRO	FAU/UFRJ		14/08/2013		Profissional Autônomo	PORTUGUES	Wetlands, Landscaping, Green Infrastructure, Urban Drain	MORFOLOGIA, ORDENAÇÃO E GESTÃO DA PAISAGEM	Sim		Sim	JOSE BARKI	Áreas alagadas (wetlands), Paisagismo, Infraestrutura Verde, Drenagem Urbana		31001017142P7	REPRESENTAÇÃO E CONCEPÇÃO DO PROJETO	180.0			Empresa Privada	DISSERTAÇÃO	CLT	ÁREAS ALAGADAS COMO POTENCIAL PAISAGÍSTICO EM EMPREENDIMENTOS IMOBILIÁRIOS: CASO DO CENTRO METROPOLITANO DA BARRA DA TIJUCA	1.0	PROJETO PAISAGÍSTICO E SUSTENTABILIDADE
COIMBRA, D. P. I. S.	DANIELLE PINTO INOCENCIO DA SILVA COIMBRA	FAU/UFRJ		15/03/2013		Ensino e Pesquisa	PORTUGUES	urban landscapes, public spaces, urban infrastructur e, bridges and viaducts, road system	MORFOLOGIA, ORDENAÇÃO E GESTÃO DA PAISAGEM	Sim		Sim	JOSE BARKI	paisagens  urbanas, espaç os  públicos,  infraestr utura urbana, pontes e viadutos, sistema viário		31001017142P7	REPRESENTAÇÃO E CONCEPÇÃO DO PROJETO	105.0			Empresa Pública ou Estatal	DISSERTAÇÃO	CLT	BAIXIO DO VIADUTO PREFEITO NEGRÃO DE LIMA: ESPAÇOS RESIDUAIS DA INFRAESTRUTURA VIÁRIA E PAISAGEM URBANA.	1.0	PROJETO PAISAGÍSTICO E SUSTENTABILIDADE
XIAN, T.J.	TAN JUN XIAN	FAU/UFRJ		30/10/2013		Profissional Autônomo	INGLES	Landscape Architecture, Landscape	MORFOLOGIA, ORDENAÇÃO E GESTÃO DA PAISAGEM	Sim		Sim	CRISTOVAO FERNANDES DUARTE	Arquitetura paisagística, Paisagismo		31001017142P7	DOZE DÉCADAS DE FAVELA: A RECRIAÇÃO DA PAISAGEM URBANA DA CIDADE DO RIO DE JANEIRO A PARTIR DO PROCESSO DE PRODUÇÃO E REPRODUÇÃO DOS ESPAÇOS POPULARES (1890-2010)	139.0			Empresa Privada	DISSERTAÇÃO	CLT	BLURRING BORDERS THROUGH ABANDONED BUILDINGS A STUDY IN GREEN	1.0	PROJETO PAISAGÍSTICO E SUSTENTABILIDADE
MEURER, C.M.	CLARA MACHADO MEURER	FAU/UFRJ		15/05/2013		Profissional Autônomo	PORTUGUES	Urbanism - Minas Gerais, Cities and towns - Juiz de Fora (MG), Urban Agriculture, Urban Landscape, green areas	MORFOLOGIA, ORDENAÇÃO E GESTÃO DA PAISAGEM	Sim		Sim	ANA ROSA DE OLIVEIRA	Urbanismo  Minas Gerais, Cidades e vilas  Juiz de Fora (MG), Agricultura urbana, Paisagem urbana, Áreas verdes		31001017142P7	ANÁLISE E PROJETO DA PAISAGEM DA NOVA ÁREA DE EXPANSÃO DO JARDIM BOTÂNICO DO RJ - ÁREA DO ANTIGO HORTO FLORESTAL.	87.0			Empresa Privada	DISSERTAÇÃO	CLT	conetividade e produtividade em áreas urbanas: uma proposta de rede de agricultura urbana para a cidade de Juiz de Fora/MG	1.0	PROJETO PAISAGÍSTICO E SUSTENTABILIDADE
SANTORO, F.	FRANCESCO SANTORO	FAU/UFRJ		13/09/2013		Profissional Autônomo	PORTUGUES	empirical-experimental approuch, technology, sensorial interaction, drawing	MORFOLOGIA, ORDENAÇÃO E GESTÃO DA PAISAGEM	Sim		Sim	JOSE BARKI	abordagem empírica-experimental, tecnologia, interação sensorial, desenho		31001017142P7	REPRESENTAÇÃO E CONCEPÇÃO DO PROJETO	116.0			Empresa Privada	DISSERTAÇÃO	CLT	in between, coisas vistas à direita e à esquerda (sem óculos nem iPhone)	1.0	PROJETO PAISAGÍSTICO E SUSTENTABILIDADE
BIGATE,  I.	IANIC BIGATE LOURENCO	FAU/UFRJ		08/08/2013			PORTUGUES	Urban Rivers, Multifunctional Landscapes, Landscape Design	SUSTENTABILIDADE CULTURAL E AMBIENTAL DA PAISAGEM	Sim		Sim	ANA LUCIA NOGUEIRA DE PAIVA BRITTO	rios urbanos, paisagens multifuncionais, projeto paisagístico		31001017142P7	SUSTENTABILIDADE E INTEGRAÇÃO NA GESTÃO DAS ÁGUAS NA REGIÃO METROPOLITANA DO RIO DE JANEIRO: IMPASSES E PERSPECTIVAS	185.0				DISSERTAÇÃO		RIOS URBANOS E PAISAGENS MULTIFUNCIONAIS: O PROJETO PAISAGÍSTICO NA REQUALIFICAÇÃO URBANA E AMBIENTAL	1.0	PROJETO PAISAGÍSTICO E SUSTENTABILIDADE
REIS, D. F.	DEYVID FERNANDO DOS REIS	BAU-UFF		15/03/2013		Ensino e Pesquisa	PORTUGUES	homelessness; place; placeness and territoriality; nomadism and intinerancy	ESPAÇO CONSTRUIDO, SUSTENTABILIDADE E  AMBIENTE	Sim		Sim	WERTHER HOLZER	morador de rua; lugar; lugaridade e territorialidade; nomadismo; errância.		31003010052P4	GEOGRAFIA HUMANISTA CULTURAL	137.0				DISSERTAÇÃO		A CIDADE DO MORADOR DE RUA E O MORADOR DE RUA NA CIDADE.	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
MAGNANINI, C.	CLAUDIO MAGNANINI	Biblioteca da Escola de Arquitetura - UFF		25/02/2013		Empresas	PORTUGUES	eficiência energética, iluminação, certificação, RTQ, RTQ-C.	ESPAÇO CONSTRUIDO, SUSTENTABILIDADE E  AMBIENTE	Sim		Sim	LOUISE LAND BITTENCOURT LOMARDO	eficiência energética, iluminação, certificação, RTQ, RTQ-C.		31003010052P4		124.0			Empresa Privada	DISSERTAÇÃO	CLT	A ILUMINAÇÃO NAS EDIFICAÇÕES : UMA ANÁLISE CRÍTICA DA ATUAL REGULAMENTAÇÃO BRASILEIRA PARA A ANÁLISE DO NÍVEL  DE  EFICIÊNCIA ENERGÉTICA DE EDIFÍCIOS COMERCIAIS, DE SERVIÇOS E PÚBLICOS (RTQ-C).	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
FASSBENDER, A. S. S. R.	ADRIANA DE SOUZA E SILVA RISCADO FASSBENDER	BAU-UFF		26/04/2013		Ensino e Pesquisa	PORTUGUES	Aterros, Resíduos Sólidos Urbanos, População, Recuperação.	ESPAÇO CONSTRUIDO, SUSTENTABILIDADE E  AMBIENTE	Sim		Sim	LOUISE LAND BITTENCOURT LOMARDO	Aterros, Resíduos Sólidos Urbanos, População, Recuperação.		31003010052P4		95.0			Empresa Privada	DISSERTAÇÃO	CLT	ANÁLISE DAS POSSIBILIDADES DE RECUPERAÇÃO DAS ÁREAS DEGRADADAS EM FUNÇÃO DA LOCALIZAÇÃO DE ATERROS DE RESÍDUOS SÓLIDOS URBANOSESTUDO DE CASO MUNICÍPIO DE MIGUEL PEREIRA-RJ	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
SERRANO, C. L.	CINTHIA LOBATO SERRANO	BAU-UFF		25/03/2013		Empresas	PORTUGUES	Gênero, Feminismo, Mulher, Atuação Profissional, História da Arquitetura. 	CULTURA E HISTÓRIA DA ARQUITETURA, CIDADE E URBANISMO	Sim		Sim	MARLICE NAZARETH SOARES DE AZEVEDO	Gênero, Feminismo, Mulher, Atuação Profissional, História da Arquitetura. 		31003010052P4		207.0			Empresa Privada	DISSERTAÇÃO	CLT	ARQUITETURA & GÊNERO: O RESGATE DE PIONEIRAS NO CENÁRIO PROFISSIONAL	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
YUHASZ, D.	DANIEL YUHASZ	Biblioteca da Escola de Arquitetura		22/03/2013		Empresas	PORTUGUES	favela. programas de urbanização, regularização e integração de favelas. valorização da terra. dívid	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim		Sim	FERNANDA FURTADO DE OLIVEIRA E SILVA	favela. programas de urbanização, regularização e integração de favelas. valorização da terra. dívid		31003010052P4	GESTÃO SOCIAL DA VALORIZAÇÃO DA TERRA URBANA: ELEMENTOS PARA A CONSOLIDAÇÃO DAS BASES DA OUTORGA ONEROSA DO DIREITO DE CONSTRUIR	146.0			Empresa Pública ou Estatal	DISSERTAÇÃO	Servidor Público	"""As propostas de integração das favelas cariocas e as disputas pelos benefícios gerados: o valor da terra e o saldo da dívida social"""	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
BASTOS, T. S.	TIAGO SOUZA BASTOS	BAU-UFF		30/09/2013			PORTUGUES		PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim		Sim	GERONIMO EMILIO ALMEIDA LEITAO	Autogestão habitacional; movimentos sociais urbanos; cooperativas habitacionais; desmercantilização 		31003010052P4		130.0				DISSERTAÇÃO		AUTOGESTÃO HABITACIONAL E A DESMERCANTILIZAÇÃO DA MORADIA: ANÁLISE DOS AVANÇOS E RETROCESSOS NA REGIÃO METROPOLITANA DO RIO DE JANEIRO	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
FILHO, N. J. A.	NEY JOSE DE ABREU FILHO	BAU-UFF		26/02/2013			PORTUGUES		PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim		Sim	LOUISE LAND BITTENCOURT LOMARDO	acústica, salas de conferências, inteligibilidade, reverberação, salas de aula		31003010052P4	REDE DE EFICIÊNCIA ENERGÉTICA NOS EDIFÍCIOS	95.0				DISSERTAÇÃO		AVALIAÇÃO ACÚSTICA DE SALAS DE CONFERÊNCIA SITUADAS EM AMBIENTE ESCOLAR	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
JUNIOR, P. J. S.	PAULO JOSE DA SILVA JUNIOR	Biblioteca da Escola de Arquitetura - UFF		26/03/2013			PORTUGUES	Inovação tecnológica. Inovação radical. BIM. Building Information  Modeling. Processo de projeto. Im	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim		Sim	JORGE AZEVEDO DE CASTRO	Inovação tecnológica. Inovação radical. BIM. Building Information  Modeling. Processo de projeto. Im		31003010052P4		174.0				DISSERTAÇÃO		"BIM (BUILDING INFORMATIOM MODELLING): UMA INOVAÇÃO TECNOLÓGICA NO PROCESSO DE CONCEPÇÃO DE EDIFÍCIOS"""	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
CARVALHO, M. V.	MARINA VASCONCELLOS DE CARVALHO	BAU-UFF		30/08/2013		Ensino e Pesquisa	PORTUGUES	Design urbano, mobilidade urbana, megaeventos, sintaxe espacial, Rio 2016.	CULTURA E HISTÓRIA DA ARQUITETURA, CIDADE E URBANISMO	Sim		Sim	DINAH TEREZA PAPI DE GUIMARAENS	Design urbano, mobilidade urbana, megaeventos, sintaxe espacial, Rio 2016.		31003010052P4		103.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	Colaborador	Caminhos do Design Urbano no século XXI: A Barra da Tijuca de Lucio Costa ao Rio 2016.	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
KOURY, R. R.	RAFAEL RAMOS KOURY	Biblioteca da Escola de Arquitetura - UFF		27/03/2013			PORTUGUES	urbanismo, justiça ambiental, sustentabilidade.	ESPAÇO CONSTRUIDO, SUSTENTABILIDADE E  AMBIENTE	Sim		Sim	THEREZA CHRISTINA COUTO CARVALHO	urbanismo, justiça ambiental, sustentabilidade.		31003010052P4		166.0				DISSERTAÇÃO		CIDADE SUSTENTÁVEL, QUE FUTURO? Uma contribuição à interpretações possíveis. - O caso do Rio de Janeiro	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
TEIXEIRA, A. W.	AMANDA WANIS TEIXEIRA	BAU-UFF		21/03/2013			PORTUGUES	cidades criativas, globalização, Rio de Janeiro	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim		Sim	FERNANDA ESTER SANCHEZ GARCIA	cidades criativas, globalização, Rio de Janeiro		31003010052P4	MEGAEVENTOS E METRÓPOLES: ESTUDO DE CASO DO RIO DE JANEIRO	111.0				DISSERTAÇÃO		Cidades Criativas: A construção de um ideário e sua influência na cidade do Rio de Janeiro	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
MATTOS, G. M. M.	GUILHERME MEIRELLES MESQUITA DE MATTOS	Biblioteca da Escola de Arquitetura - UFF		11/03/2013		Ensino e Pesquisa	PORTUGUES	tipologias arquitetônicas; espaço urbano; morfologia urbana; história urbana; Rio  de Janeiro;	CULTURA E HISTÓRIA DA ARQUITETURA, CIDADE E URBANISMO	Sim		Sim	JOSE SIMOES DE BELMONT PESSOA	tipologias arquitetônicas; espaço urbano; morfologia urbana; história urbana; Rio  de Janeiro;		31003010052P4	LISBOA E RIO DE JANEIRO: A CAPITALIDADE NOS DOIS LADOS DO ATLANTICO.	406.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO		DECODIFICANDO A CIDADE: FORMA, IMAGEM E HISTÓRIA NA CLASSIFICAÇÃO TIPOLÓGICA DO CENTRO DA CIDADE DO RIO DE JANEIRO.	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
GROSSI, G. M. M.	GRASIELE MARCIA MAGRI GROSSI	BAU-UFF		25/09/2013			PORTUGUES	controle, ordem, Rio de Janeiro, novo projeto de cidade.	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim		Sim	FERNANDA ESTER SANCHEZ GARCIA	controle, ordem, Rio de Janeiro, novo projeto de cidade.		31003010052P4	MEGAEVENTOS E METRÓPOLES: ESTUDO DE CASO DO RIO DE JANEIRO	196.0				DISSERTAÇÃO		DIMENSÕES DO CONTROLE NO RIO DE JANEIRO: INSTRUMENTOS PARA A CONSTRUÇÃO DE UM NOVO PROJETO DE CIDADE	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
PEDRO, G. S.	GERALDO DOS SANTOS PEDRO	BAU-UFF		19/02/2013		Outros	PORTUGUES	Maré, exclusão, equipamentos urbanos.	CULTURA E HISTÓRIA DA ARQUITETURA, CIDADE E URBANISMO	Sim		Sim	DINAH TEREZA PAPI DE GUIMARAENS	Maré, exclusão, equipamentos urbanos.		31003010052P4		192.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	Servidor Público	Maré: Território da Resistência	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
CAETANO, D. S.	DIEGO SOUZA CAETANO	BAU-UFF		30/09/2013			PORTUGUES	Energia elétrica; Consumo de energia; Eficiência energética; Conservação de energia; Sustentabilidad	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim		Sim	LOUISE LAND BITTENCOURT LOMARDO	Energia elétrica; Consumo de energia; Eficiência energética; Conservação de energia; Sustentabilidad		31003010052P4		105.0				DISSERTAÇÃO		O arquiteto e o projeto na certificação de edifícios: uma análise construtiva do RTQ	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
COELHO, F. F. M.	FERNANDA FONSECA DE MELO COELHO	BAU-UFF		25/03/2013		Ensino e Pesquisa	PORTUGUES	Building Performance, Design Process, Building Information Modeling	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim		Sim	SERGIO ROBERTO LEUSIN DE AMORIM	Desempenho de Edifícios, Processo de projeto, Modelagem da Informação da Construção.		31003010052P4		120.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO		O POTENCIAL E AS LIMITAÇÕES DO BIM-BUILDING INFORMATION MODELLING PARA O ATENDIMENTO DA ABNT NBR 15575.	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
MENDES, M. R. F.	MARCELO RODRIGO FERNANDEZ MENDES	BAU-UFF		30/09/2013		Ensino e Pesquisa	PORTUGUES	Arquitetura hospitalar, mercado imobiliário, saúde.	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim		Sim	DINAH TEREZA PAPI DE GUIMARAENS	Arquitetura hospitalar, mercado imobiliário, saúde.		31003010052P4		142.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	CLT	O Projeto e a produção do espaço hospitalar na lógica pós-moderna: do hospital ao hotel.	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
TAVARES, V. F. V.	VALENTIM FERNANDES VELOSO TAVARES	Bau-UFF		30/09/2013		Empresas	PORTUGUES	Alcântara; espaços livres públicos; paisagem cultural; paisagem urbana; pertencimento. 	ESPAÇO CONSTRUIDO, SUSTENTABILIDADE E  AMBIENTE	Sim		Sim	JORGE BAPTISTA DE AZEVEDO	Alcântara; espaços livres públicos; paisagem cultural; paisagem urbana; pertencimento. 		31003010052P4	GEOGRAFIA HUMANISTA CULTURAL	224.0			Empresa Privada	DISSERTAÇÃO	CLT	PAISAGENS DO DESPERTENCIMENTO: O CASO DA PRAÇA CARLOS GIANELLI NO CENTRO URBANO DE ALCÂNTARA - SÃO GONÇALO  RJ.	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
BARBOZA, S. C.	SILVIA BARBOZA MUNIZ	BAU-UFF		20/09/2013		Empresas	PORTUGUES	habitação social; urbanização de favelas; politica habitacional.	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim		Sim	GERONIMO EMILIO ALMEIDA LEITAO	habitação social; urbanização de favelas; politica habitacional.		31003010052P4		247.0			Empresa Pública ou Estatal	DISSERTAÇÃO	Servidor Público	Politicas e Programas Habitacionais no Município do Rio de Janeiro.  Uma avaliação da experiência (1979-2002)	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
COSTA, C. M. R.	CLAUDIA MARIA SILVA RODRIGUES	BAU-UFF		20/02/2013			PORTUGUES	segregação, mobilidade, condomínios fechados, Niterói	PROJETO, PLANEJAMENTO E GESTÃO DA ARQUITETURA E DA CIDADE.	Sim		Sim	DINAH TEREZA PAPI DE GUIMARAENS	segregação, mobilidade, condomínios fechados, Niterói		31003010052P4		130.0				DISSERTAÇÃO		Segregação, deslocamento e fluidez - Estudo de caso sobre os impactos viários resultantes da implantação de condomínios fechados na região oceânica na cidade de Niterói.	1.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
GASPAR, T. S.	TATIANA DE SOUZA GASPAR	Bau-UFF		27/09/2013		Ensino e Pesquisa	PORTUGUES	apartamento, soluções tipológicas, analise gráfica, Rio de Janeiro	CULTURA E HISTÓRIA DA ARQUITETURA, CIDADE E URBANISMO	Sim		Sim	MARIA LAIS PEREIRA DA SILVA	apartamento, soluções tipológicas, analise gráfica, Rio de Janeiro		31003010052P4		236.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	CLT	100 anos do apartamento carioca	2.0	PRODUÇÃO E GESTÃO DO AMBIENTE URBANO
PAULA SOBRINO DE SOUZA ASSUMPCAO	PAULA SOBRINO DE SOUZA ASSUMPCAO	UERJ/REDE SIRIUS/BIBLIOTECA CTC/G		09/01/2013			PORTUGUES	Design, usuário, participação, Web		Sim		Sim	WASHINGTON DIAS LESSA	Design, usuário, participação, Web		31004016041P5		0.0				DISSERTAÇÃO		: ?A dimensão visual dos ambientes na web sob influência da participação dos usuários?		
MAIA, F. N.	FERNANDA DO NASCIMENTO MAIA	UERJ/Rede Sirius/Biblioteca CTC/G		09/01/2013			PORTUGUES	Terapia, tecnologia, ergodesign		Sim		Sim	SYDNEY FERNANDES DE FREITAS	Terapia, tecnologia, ergodesign		31004016041P5		0.0				DISSERTAÇÃO		?A CONTRIBUIÇÃO DA METODOLOGIA DE PROJETO EM DESIGN NO PROCESSO DE DESENVOLVIMENTO DE RECURSOS DE TECNOLOGIA ASSISTIVA?		
MONTEIRO, G. C. P.	GISELA COSTA PINHEIRO MONTEIRO	UERJ/REDE SIRIUS/BIBLIOTECA CTC/G		09/01/2013			PORTUGUES	Livros, Coleção, projeto gráfico		Sim		Sim	GUILHERME SILVA DA CUNHA LIMA	Livros, Coleção, projeto gráfico		31004016041P5		0.0				DISSERTAÇÃO		?A identidade visual da Coleção dos Cem Bibliófilos do Brasil, 1943/1969?		
BRUNO BATELLA DE OLIVEIRA	BRUNO BATELLA DE OLIVEIRA	UERJ/Rede Sirius/Biblioteca CTC/G		09/01/2013			PORTUGUES	usabilidade, design, transportes		Sim		Sim	SYDNEY FERNANDES DE FREITAS	usabilidade, design, transportes		31004016041P5		0.0				DISSERTAÇÃO		?A importância da usabilidade e a participação de designers no design de interiores de transportes ferroviários.?		
AZEVEDO, D. P.	DUNYA PINTO AZEVEDO	UERJ/Rede Sirius/Biblioteca CTC/G		09/01/2013			PORTUGUES	design editorial, jornal diário, Correio Braziliense, Brasil.		Sim		Sim	GUILHERME SILVA DA CUNHA LIMA	design editorial, jornal diário, Correio Braziliense, Brasil.		31004016041P5		0.0				DISSERTAÇÃO		?A REINVENÇÃO DE UM JORNAL; O DESIGN GRÁFICO DE UM PROJETO EDITORIAL NAS CAPAS DO CORREIO BRAZILIENSE?		
Souza, R. A.	RAPHAEL ARGENTO DE SOUZA	UERJ/REDE SIRIUS/BIBLIOTECA CTC/G		09/01/2013			PORTUGUES	Informação, telejornalismo, infográficos		Sim		Sim	ANDRE SOARES MONAT	Informação, telejornalismo, infográficos		31004016041P5		0.0				DISSERTAÇÃO		?A visualização da informação quantitativa em jornalismo televisivo - classificação de infográficos em vídeo.?		
SANTOS, L. S.	LUCIANA DE SOUSA SANTOS	CTC-ESDI/UERJ		31/07/2013		Profissional Autônomo	PORTUGUES		DESIGN E TECNOLOGIA	Sim		Sim	FERNANDO REISZEL PEREIRA	Colorimetria. Design da informação. Fotografia. Reconhecimento de imagem. Visualização da informação.		31004016041P5	TECNOLOGIAS DIGITAIS E AUTENTICIDADE: O ESTATUTO DA IMAGEM FOTOGRÁFICA NA LINGUAGEM VISUAL CONTEMPORÂNEA	88.0			Outros	DISSERTAÇÃO	CLT	Análise colorimétrica de faces humanas: uma abordagem para auxílio ao reconhecimento de imagens	1.0	DESIGN
CIBELE BUSTAMANTE DA COSTA	CIBELE BUSTAMANTE DA COSTA	UERJ/Rede Sirius/Biblioteca CTC/G		09/01/2013			PORTUGUES	revista, cor, layout		Sim		Sim	LUCY CARLINDA DA ROCHA DE NIEMEYER	revista, cor, layout		31004016041P5		0.0				DISSERTAÇÃO		?AS CORES NA REVISTA SENHOR?		
VALLE, F. B.	FRANCISCO BELTRAO DO VALLE	UERJ/Rede Sirius/Biblioteca CTC/G		09/01/2013			PORTUGUES	Armorial, fontes tipográficas, Ariano Suassuna		Sim		Sim	GUILHERME SILVA DA CUNHA LIMA	Armorial, fontes tipográficas, Ariano Suassuna		31004016041P5		0.0				DISSERTAÇÃO		?As Relações entre Design e o Armonial de Suassuna?		
ANDERSON DE ANDRADE FREIRE	ANDERSON DE ANDRADE FREIRE	UERJ/Rede Sirius/Biblioteca CTC/G		09/01/2013			PORTUGUES	Inovação, enpresas, designa e gestão		Sim		Sim	GUILHERME SILVA DA CUNHA LIMA	Inovação, enpresas, designa e gestão		31004016041P5		0.0				DISSERTAÇÃO		?Avaliação da Gestão para Inovação nas Empresas de Design no Brasil?		
SOUZA, E. R.	EDSON RUFINO DE SOUZA	UERJ/Rede Sirius/Biblioteca CTC/G		09/01/2013			PORTUGUES	sist. dosvox, cego, web		Sim		Sim	SYDNEY FERNANDES DE FREITAS	sist. dosvox, cego, web		31004016041P5		0.0				DISSERTAÇÃO		?AVALIAÇÃO DA USABILIDADE DO SIST.DOSVOX NA INTERAÇÃO DE CEGOS COM A WEB?		
VENTURELLI, M. S.	MARCOS DOS SANTOS VENTURELLI	CTC-ESDI/UERJ		20/06/2013		Profissional Autônomo	PORTUGUES		DESIGN E TECNOLOGIA	Sim		Sim	SYDNEY FERNANDES DE FREITAS	Usabilidade. Interação Humano-Computador. Design de jogos. Experiência de Usuário.		31004016041P5	LABORATÓRIO DE DESIGN DE INTERAÇÃO PARA ARTEFATOS DIGITAIS	97.0			Outros	DISSERTAÇÃO	CLT	Avaliação de usabilidade em jogo eletrônico: um estudo de caso de um jogo desenvolvido por uma empresa do Rio de Janeiro	1.0	DESIGN
SANDE, A. H.	AXEL HERMANN SANDE	UERJ/Rede Sirius/Biblioteca CTC/G		09/01/2013			PORTUGUES	Identidade corporativa, design,  motion graphics		Sim		Sim	GUILHERME SILVA DA CUNHA LIMA	Identidade corporativa, design,  motion graphics		31004016041P5		0.0				DISSERTAÇÃO		?Canal Futura: Um projeto de identidade para a população brasileira?		
STREIT, P.	PRISCILLA STREIT	REDE SIRIUS - ESDI		12/12/2013		Pesquisa	PORTUGUES	Biomecânica. Ergonomia. Sistemas de Captura de Movimentos. MS Kinect	DESIGN E TECNOLOGIA	Sim		Sim	ANDRE SOARES MONAT	Biomecânica. Ergonomia. Sistemas de Captura de Movimentos. MS Kinect		31004016041P5	LABORATÓRIO DE DESIGN DE INTERAÇÃO PARA ARTEFATOS DIGITAIS	0.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	CLT	Comparação de parâmetros biomecânicos entre sistemas de captura de movimentos: avaliação do Microsoft Kinect,		DESIGN
